,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,111.0,59.0,241.0,161.0,85.0,154.0,405.0,193.0,49.0,128.0,244.0,59.0,818.0,183.0,161.0,78.0,66.0
beast-mcmc.csv,5.0,31.0,1.0,48.0,0.0,4.0,405.0,0.0,2.0,0.0,0.0,8.0,3.0,183.0,0.0,0.0,1.0
bscwweasel.csv,111.0,59.0,241.0,0.0,85.0,154.0,405.0,193.0,2.0,1.0,244.0,5.0,818.0,183.0,161.0,78.0,0.0
codeblocks.csv,3.0,13.0,12.0,31.0,2.0,1.0,9.0,0.0,0.0,2.0,0.0,5.0,97.0,42.0,0.0,0.0,1.0
gamestone.csv,111.0,0.0,11.0,10.0,2.0,0.0,9.0,0.0,49.0,128.0,1.0,59.0,83.0,42.0,0.0,0.0,0.0
iaml.csv,0.0,5.0,25.0,13.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
jbasic.csv,111.0,59.0,241.0,0.0,85.0,154.0,405.0,193.0,2.0,0.0,244.0,0.0,818.0,183.0,161.0,78.0,1.0
modplug.csv,4.0,29.0,11.0,49.0,6.0,4.0,1.0,0.0,2.0,0.0,1.0,8.0,88.0,42.0,0.0,0.0,1.0
pdfedit.csv,2.0,10.0,13.0,6.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,5.0,47.0,11.0,0.0,0.0,0.0
redshell.csv,5.0,13.0,12.0,49.0,2.0,5.0,9.0,0.0,2.0,0.0,0.0,8.0,88.0,42.0,0.0,0.0,1.0
sabbu.csv,1.0,10.0,2.0,18.0,0.0,0.0,405.0,0.0,2.0,0.0,0.0,6.0,2.0,183.0,0.0,78.0,1.0
silvertree.csv,111.0,59.0,241.0,14.0,85.0,154.0,405.0,193.0,2.0,0.0,244.0,0.0,818.0,183.0,161.0,78.0,0.0
t-2.csv,111.0,59.0,1.0,161.0,85.0,154.0,0.0,193.0,49.0,128.0,0.0,59.0,0.0,183.0,161.0,78.0,66.0
xinity.csv,0.0,59.0,241.0,161.0,85.0,154.0,405.0,193.0,2.0,0.0,244.0,0.0,818.0,183.0,161.0,78.0,0.0
xreal.csv,111.0,59.0,241.0,161.0,85.0,154.0,9.0,193.0,49.0,128.0,244.0,59.0,818.0,0.0,161.0,78.0,66.0
zabbix.csv,5.0,25.0,12.0,7.0,2.0,5.0,9.0,0.0,0.0,1.0,2.0,5.0,88.0,42.0,0.0,0.0,0.0
zengine.csv,111.0,59.0,241.0,161.0,85.0,154.0,405.0,193.0,0.0,128.0,244.0,59.0,818.0,183.0,161.0,78.0,66.0
