,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beast-mcmc.csv,1.0,0.92,0.1,0.99,0.05,0.9,0.0,0.38,1.0,1.0,0.64,1.0,0.68,0.0,0.99,0.04,1.0
bscwweasel.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.15,0.0,0.26,0.0,0.0,0.0,0.0,0.38
codeblocks.csv,0.67,0.81,1.0,0.61,1.0,0.72,1.0,1.0,0.08,0.53,0.88,0.66,0.96,1.0,1.0,1.0,0.77
gamestone.csv,0.0,0.0,0.95,0.11,0.91,0.15,1.0,0.75,0.0,0.02,0.3,0.0,0.47,1.0,0.02,0.92,0.0
iaml.csv,0.22,0.27,0.6,0.33,0.44,0.36,0.12,0.25,0.42,0.74,0.37,0.46,0.35,0.4,0.09,0.67,0.77
jbasic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.03,0.0,0.0,0.0,0.0,0.31
modplug.csv,0.94,0.85,0.83,1.0,0.88,0.9,0.55,1.0,0.58,0.95,0.9,0.94,1.0,0.99,0.98,0.29,0.96
pdfedit.csv,0.41,0.23,0.38,0.15,0.28,0.28,0.36,0.38,0.33,0.89,0.5,0.37,0.36,0.4,0.34,0.12,0.69
redshell.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sabbu.csv,0.22,0.21,0.02,0.32,0.0,0.21,0.0,0.0,0.83,0.76,0.2,0.77,0.05,0.0,0.12,0.0,0.69
silvertree.csv,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1.0,0.58,0.0,0.2,0.0,0.0,0.0,0.0,0.38
t-2.csv,0.0,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.0
xinity.csv,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.89,0.0,0.17,0.0,0.0,0.0,0.0,0.27
xreal.csv,0.0,0.0,0.1,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0
zabbix.csv,0.76,0.67,1.0,0.3,1.0,0.95,1.0,1.0,0.0,0.21,0.95,0.43,0.99,1.0,0.13,1.0,0.42
zengine.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
