,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,99.0,391.0,97.5,275.5,376.0,265.5,98.5,98.5,1580.0,945.0,97.5,84.5,92.5,187.0
customwars.csv,99.0,90.5,97.5,449.5,182.0,756.5,98.5,98.5,373.5,400.5,97.5,98.5,97.5,91.5
firebreath.csv,99.0,96.5,97.5,421.5,475.5,243.5,98.5,98.5,936.5,1308.5,97.5,179.0,97.5,97.5
gss.csv,99.0,391.0,97.5,833.0,277.5,192.0,98.5,98.5,1486.5,1476.0,97.5,98.5,97.5,187.0
irplus.csv,99.0,194.0,97.5,377.0,182.0,192.0,98.5,98.5,910.5,555.5,97.5,97.5,97.5,91.5
kwave.csv,99.0,586.0,97.5,752.5,663.5,173.0,98.5,197.5,1482.5,1268.5,97.5,98.5,97.5,196.0
liferea.csv,99.0,96.5,97.5,564.5,235.5,691.0,98.5,98.5,264.5,883.5,97.5,98.5,95.5,97.5
plearn.csv,99.0,174.0,97.5,188.5,236.5,74.5,98.5,98.5,1902.0,711.0,97.5,98.5,92.5,196.0
psrchive.csv,99.0,96.5,97.5,244.5,663.5,94.5,98.5,98.5,471.0,445.0,97.5,98.5,97.5,190.0
qcad2.csv,99.0,96.5,97.5,453.5,663.5,480.5,98.5,98.5,1014.0,1848.0,95.5,98.5,97.5,91.5
tzod.csv,99.0,190.0,97.5,360.0,182.0,503.0,97.5,98.5,338.5,166.0,95.5,98.5,97.5,91.5
wxcode.csv,99.0,90.5,97.5,526.0,414.5,410.5,97.5,98.5,377.0,450.0,97.5,187.0,97.5,91.5
xinity.csv,864.5,586.0,191.0,1536.0,663.5,175.0,98.5,195.5,1290.0,138.0,95.5,98.5,95.5,196.0
xmoto.csv,99.0,288.5,97.5,372.0,663.5,253.5,98.5,98.5,557.5,742.0,97.5,92.5,97.5,49.5
