,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.62,0.45,0.31,0.24,0.13,0.48,0.61,0.28,0.02,0.12,0.48,0.67,0.51,0.55,0.38,0.55,0.32,0.43,0.29
all-plasm.csv,0.59,0.07,0.09,0.04,0.03,0.09,0.36,0.29,0.03,0.14,0.78,0.24,0.43,0.4,0.47,0.41,0.46,0.0,0.4
awemud.csv,0.76,0.77,0.25,0.49,0.79,0.54,0.53,0.22,0.02,0.15,0.52,0.61,0.44,0.56,0.55,0.54,0.7,0.59,0.07
buddata-ebxml-registry.csv,0.82,0.78,0.36,0.4,0.89,0.86,0.55,0.3,0.01,0.14,0.59,0.5,0.49,0.75,0.76,0.64,0.97,0.59,0.61
bullet.csv,0.77,0.61,0.25,0.64,0.33,0.81,0.49,0.23,0.02,0.17,0.45,0.34,0.43,0.49,0.71,0.31,0.57,0.48,0.51
dvd-create.csv,0.65,0.76,0.32,0.26,0.88,0.78,0.5,0.33,0.01,0.17,0.49,0.45,0.44,0.66,0.73,0.6,0.69,0.57,0.62
gbif-indexingtoolkit.csv,0.77,0.2,0.2,0.45,0.13,0.28,0.29,0.46,0.01,0.09,0.51,0.02,0.1,0.32,0.44,0.35,0.28,0.11,0.0
go.csv,0.78,0.78,0.38,0.33,0.56,0.71,0.62,0.26,0.01,0.13,0.61,0.58,0.5,0.68,0.67,0.62,0.76,0.65,0.65
gss.csv,0.81,0.73,0.35,0.71,0.76,0.81,0.58,0.3,0.01,0.16,0.56,0.55,0.45,0.78,0.75,0.58,0.67,0.63,0.61
jmule.csv,0.82,0.75,0.48,0.29,0.73,0.5,0.56,0.25,0.0,0.16,0.62,0.6,0.47,0.62,0.56,0.6,0.73,0.51,0.82
kwave.csv,0.8,0.78,0.44,0.4,0.89,0.71,0.54,0.31,0.01,0.15,0.58,0.47,0.46,0.76,0.8,0.63,0.91,0.59,0.63
libarchive.csv,0.78,0.79,0.33,0.32,0.84,0.79,0.58,0.29,0.01,0.13,0.51,0.58,0.5,0.73,0.67,0.53,0.92,0.64,0.62
linux-ntfs.csv,0.66,0.59,0.26,0.66,0.81,0.73,0.36,0.29,0.02,0.15,0.42,0.49,0.45,0.56,0.75,0.63,0.57,0.54,0.59
lsb.csv,0.77,0.65,0.23,0.73,0.83,0.79,0.53,0.37,0.01,0.16,0.53,0.63,0.5,0.65,0.75,0.58,0.49,0.59,0.54
mp-rechnungs-und-kundenverwaltung.csv,0.53,0.28,0.2,0.2,0.08,0.55,0.49,0.19,0.02,0.0,0.47,0.4,0.55,0.57,0.65,0.53,0.21,0.52,0.55
qcad2.csv,0.55,0.48,0.28,0.26,0.31,0.56,0.63,0.27,0.02,0.15,0.62,0.61,0.53,0.59,0.79,0.55,0.41,0.62,0.54
qtwin.csv,0.14,0.0,0.0,0.0,0.0,0.08,0.15,0.27,0.05,0.0,0.39,0.2,0.2,0.43,0.28,0.44,0.32,0.0,0.45
stemkit.csv,0.21,0.46,0.19,0.5,0.21,0.49,0.04,0.18,0.02,0.34,0.59,0.6,0.17,0.42,0.67,0.47,0.35,0.39,0.08
xinity.csv,0.25,0.67,0.36,0.28,0.62,0.47,0.36,0.3,0.0,0.09,0.37,0.44,0.5,0.71,0.67,0.51,0.35,0.51,0.63
