,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.4,0.67,0.7,0.83,0.8,0.48,0.44,0.5,0.54,0.91,0.43,0.4,0.44,0.34,0.86,0.34,0.77,0.67,0.75
all-plasm.csv,0.62,0.75,0.83,0.5,0.0,0.67,0.79,0.57,1.0,0.59,0.56,0.98,0.55,0.86,0.52,0.77,0.88,0.0,0.82
awemud.csv,0.35,0.39,0.38,0.68,0.36,0.54,0.42,0.44,0.53,0.36,0.4,0.49,0.49,0.4,0.52,0.33,0.39,0.52,0.67
buddata-ebxml-registry.csv,0.39,0.4,0.42,0.56,0.39,0.38,0.45,0.34,0.51,0.39,0.3,0.44,0.35,0.29,0.33,0.4,0.35,0.48,0.31
bullet.csv,0.41,0.46,0.43,0.63,0.83,0.38,0.53,0.67,0.99,0.38,0.41,0.64,0.46,0.67,0.39,0.83,0.75,0.64,0.41
dvd-create.csv,0.4,0.41,0.41,0.69,0.4,0.41,0.45,0.38,0.49,0.35,0.38,0.44,0.35,0.32,0.34,0.36,0.43,0.52,0.38
gbif-indexingtoolkit.csv,0.42,0.9,0.67,0.65,0.8,0.94,0.86,0.67,0.86,0.44,0.54,0.88,0.94,0.81,0.91,0.88,0.92,0.88,0.5
go.csv,0.43,0.41,0.44,0.72,0.49,0.38,0.48,0.36,0.5,0.5,0.31,0.52,0.33,0.32,0.44,0.4,0.42,0.51,0.34
gss.csv,0.34,0.37,0.39,0.49,0.33,0.33,0.41,0.35,0.46,0.36,0.3,0.41,0.33,0.28,0.43,0.31,0.41,0.43,0.31
jmule.csv,0.4,0.5,0.65,0.66,0.48,0.59,0.46,0.33,0.47,0.56,0.38,0.5,0.39,0.35,0.39,0.39,0.36,0.59,0.48
kwave.csv,0.4,0.4,0.68,0.55,0.39,0.41,0.45,0.37,0.51,0.36,0.31,0.43,0.34,0.28,0.31,0.37,0.32,0.44,0.31
libarchive.csv,0.35,0.37,0.41,0.58,0.34,0.31,0.42,0.33,0.44,0.37,0.29,0.4,0.33,0.28,0.36,0.29,0.31,0.43,0.32
linux-ntfs.csv,0.43,0.48,0.42,0.61,0.39,0.39,0.61,0.5,0.99,0.38,0.31,0.45,0.41,0.34,0.33,0.5,0.57,0.48,0.35
lsb.csv,0.32,0.44,0.42,0.51,0.4,0.42,0.44,0.48,0.55,0.51,0.3,0.49,0.49,0.31,0.33,0.33,0.64,0.56,0.34
mp-rechnungs-und-kundenverwaltung.csv,0.42,0.93,0.38,0.83,0.67,0.37,0.5,0.52,0.54,0.0,0.29,0.68,0.47,0.33,0.5,0.42,0.88,0.6,0.39
qcad2.csv,0.52,0.62,0.77,0.94,0.93,0.41,0.49,0.54,0.69,0.86,0.33,0.48,0.38,0.38,0.39,0.44,0.85,0.5,0.43
qtwin.csv,0.88,0.0,0.0,0.0,0.0,0.83,0.86,0.58,1.0,0.0,0.8,0.98,0.95,0.7,0.83,0.53,0.93,0.0,0.86
stemkit.csv,0.94,0.65,0.69,0.69,0.92,0.63,0.75,0.91,0.96,0.65,0.3,0.48,0.96,0.67,0.67,0.67,0.93,0.93,0.5
xinity.csv,0.96,0.46,0.92,0.67,0.63,0.63,0.75,0.5,0.73,0.94,0.45,0.45,0.37,0.37,0.36,0.54,0.86,0.49,0.38
