,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.47,0.29,0.25,0.13,0.07,0.34,0.71,0.36,1.0,0.17,0.48,0.78,0.62,0.51,0.23,0.62,0.19,0.31,0.17
all-plasm.csv,0.45,0.04,0.06,0.02,0.01,0.04,0.29,0.55,0.83,0.33,0.86,0.17,0.51,0.27,0.43,0.31,0.31,0.0,0.29
awemud.csv,0.71,0.8,0.44,0.67,0.7,0.37,0.69,0.36,1.0,0.83,0.57,0.64,0.49,0.49,0.47,0.62,0.54,0.49,0.04
buddata-ebxml-registry.csv,0.95,1.0,0.94,1.0,1.0,0.99,0.96,0.91,0.83,0.83,1.0,0.97,1.0,0.98,1.0,1.0,0.94,0.88,0.96
bullet.csv,0.79,0.58,0.56,0.62,0.2,0.75,0.62,0.36,0.17,1.0,0.57,0.42,0.62,0.39,0.8,0.19,0.4,0.43,0.67
dvd-create.csv,0.58,0.85,0.56,0.53,0.81,0.7,0.9,0.73,1.0,1.0,0.62,0.9,0.72,0.68,0.9,0.81,0.52,0.67,0.79
gbif-indexingtoolkit.csv,0.71,0.11,0.25,0.56,0.07,0.18,0.23,0.73,0.5,0.33,0.57,0.01,0.06,0.22,0.3,0.23,0.16,0.06,0.0
go.csv,0.82,0.76,0.56,0.31,0.42,0.63,0.77,0.64,0.83,0.5,1.0,0.77,0.94,0.78,0.63,0.73,0.63,0.76,0.88
gss.csv,0.86,0.73,0.62,0.64,0.65,0.85,0.69,0.73,0.83,0.67,0.95,0.79,0.89,0.93,0.67,0.73,0.51,0.63,0.96
jmule.csv,0.87,0.71,0.62,0.58,0.64,0.37,0.9,0.64,1.0,0.5,0.86,0.87,0.7,0.63,0.57,0.88,0.6,0.61,0.83
kwave.csv,0.82,1.0,0.56,1.0,1.0,0.63,0.94,0.73,1.0,1.0,1.0,0.97,0.89,0.95,1.0,0.81,0.87,1.0,1.0
libarchive.csv,0.72,0.85,0.44,0.33,0.84,0.78,0.77,0.82,0.83,0.67,0.76,0.83,0.94,0.9,0.7,0.65,0.87,0.65,0.83
linux-ntfs.csv,0.56,0.56,0.56,0.78,0.77,0.67,0.38,0.45,0.17,0.67,0.57,0.84,0.62,0.59,0.87,0.65,0.4,0.57,0.71
lsb.csv,0.72,0.67,0.44,0.73,0.85,0.75,0.67,0.64,0.83,0.67,0.86,0.6,0.68,0.71,0.93,0.69,0.33,0.67,0.67
mp-rechnungs-und-kundenverwaltung.csv,0.4,0.16,0.25,0.11,0.04,0.43,0.46,0.27,0.83,0.0,0.67,0.34,0.64,0.56,0.57,0.46,0.12,0.37,0.62
qcad2.csv,0.42,0.34,0.25,0.18,0.19,0.43,0.77,0.45,0.83,0.17,0.95,0.67,0.83,0.59,0.83,0.62,0.27,0.71,0.67
qtwin.csv,0.08,0.0,0.0,0.0,0.0,0.04,0.08,0.45,1.0,0.0,0.29,0.14,0.15,0.32,0.17,0.35,0.19,0.0,0.29
stemkit.csv,0.13,0.38,0.19,0.6,0.12,0.34,0.02,0.18,0.67,0.83,0.95,0.61,0.13,0.32,0.53,0.42,0.21,0.31,0.04
xinity.csv,0.17,0.77,0.31,0.56,0.54,0.36,0.5,0.45,0.17,0.17,0.38,0.95,0.89,0.68,0.8,0.65,0.21,0.82,0.83
