,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.92,0.99,0.78,0.55,0.87,0.15,0.72,0.69,0.63,0.71,0.73,0.68,0.75,0.98,0.7,0.86,0.85,0.71,0.94
elvishrayrenderer.csv,0.67,0.54,1.0,0.67,0.47,0.73,0.65,0.5,0.7,0.52,0.87,0.47,0.9,0.83,0.67,0.69,0.68,0.54,0.0
graphmak.csv,0.75,0.64,1.0,0.08,0.96,0.69,0.82,0.71,0.68,0.71,0.78,0.88,0.91,0.79,0.72,0.77,0.72,0.9,0.76
jmol.csv,0.71,0.54,0.67,0.59,0.71,0.37,0.25,0.53,0.68,0.6,0.04,0.5,0.75,0.55,0.96,0.62,0.97,0.53,0.49
mesa3d.csv,0.89,0.87,0.79,0.93,0.91,0.96,0.71,0.84,0.87,1.0,0.63,0.89,0.84,1.0,0.69,0.67,0.19,0.79,0.91
minig.csv,0.65,1.0,1.0,0.68,0.9,0.73,0.89,0.73,0.77,0.75,0.75,0.09,0.77,0.72,0.83,0.7,0.75,0.63,0.69
moving-pictures.csv,0.7,0.44,0.95,0.71,0.72,0.71,0.81,0.81,0.6,0.84,0.69,0.7,0.0,0.51,0.72,0.71,0.81,0.6,0.85
ngl.csv,0.64,0.39,0.88,0.47,0.85,0.59,0.9,0.48,0.75,0.7,0.56,0.6,0.48,0.63,0.54,0.0,0.66,0.66,0.65
nunit.csv,0.86,1.0,0.84,0.8,0.83,0.46,0.86,0.71,0.84,0.9,0.62,0.66,0.72,0.85,0.83,0.8,0.7,0.07,0.83
octave.csv,0.68,0.82,0.53,0.74,0.09,0.87,0.92,0.93,0.76,0.7,0.51,0.94,0.62,0.62,0.65,0.75,0.65,0.56,0.75
opengs.csv,0.9,0.77,1.0,0.61,0.96,0.62,1.0,0.66,0.03,0.61,0.65,0.86,0.52,0.91,0.63,0.73,0.71,0.62,0.74
owlib.csv,0.01,0.92,1.0,0.8,0.83,0.83,0.71,0.59,0.77,0.59,0.63,0.59,0.64,0.56,0.73,0.6,0.68,0.58,0.8
prelude.csv,0.79,0.74,0.05,0.85,0.96,0.63,0.51,0.86,0.97,0.81,0.68,0.79,0.81,0.58,0.68,0.89,0.6,0.72,0.58
tokratan.csv,0.73,0.62,0.98,0.8,0.96,0.64,0.71,0.71,0.96,0.13,0.93,0.96,0.89,0.72,0.97,0.76,0.9,0.91,0.71
xfce.csv,0.65,0.39,0.51,0.59,0.71,0.52,0.35,0.68,0.7,0.62,0.87,0.72,0.6,0.96,0.04,0.65,0.62,0.56,0.6
xharbour.csv,0.88,0.05,0.62,0.98,0.65,0.55,0.61,0.98,0.96,0.99,0.78,1.0,0.76,0.95,0.7,0.91,0.86,0.8,0.73
zabbix.csv,0.77,0.95,0.66,0.93,0.86,0.78,0.77,0.86,0.76,0.59,0.79,0.65,0.8,0.02,0.9,0.84,0.86,0.85,0.72
zengine.csv,0.98,0.69,0.46,0.93,0.73,0.47,0.0,0.89,0.8,0.85,0.96,0.89,0.9,0.99,0.53,0.84,0.82,0.83,0.73
zildo.csv,0.57,0.6,0.48,0.61,0.69,0.43,0.71,0.11,0.89,0.7,0.59,0.48,0.8,0.77,0.87,0.66,0.71,0.67,0.69
