,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,5.0,14.0,0.0,8.0,0.0,16.0,0.0,3.0,7.0,0.0,0.0
elvishrayrenderer.csv,2.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,4.0,9.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,6.0,0.0
graphmak.csv,0.0,0.0,52.0,0.0,4.0,1.0,0.0,1.0,1.0,19.0,0.0,1.0,5.0,2.0,0.0,0.0,11.0,6.0,1.0
jmol.csv,0.0,1.0,0.0,2.0,4.0,4.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0
mesa3d.csv,7.0,4.0,1.0,5.0,13.0,13.0,0.0,2.0,0.0,138.0,0.0,3.0,0.0,161.0,0.0,0.0,0.0,0.0,1.0
minig.csv,0.0,0.0,0.0,2.0,10.0,16.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,0.0
moving-pictures.csv,0.0,0.0,0.0,3.0,14.0,2.0,2.0,11.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
ngl.csv,1.0,0.0,0.0,2.0,7.0,12.0,2.0,4.0,0.0,13.0,0.0,8.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
nunit.csv,11.0,105.0,5.0,6.0,13.0,7.0,0.0,3.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
octave.csv,5.0,0.0,1.0,12.0,0.0,3.0,1.0,0.0,2.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
opengs.csv,0.0,0.0,52.0,0.0,5.0,17.0,49.0,0.0,0.0,17.0,1.0,3.0,1.0,1.0,0.0,0.0,16.0,3.0,0.0
owlib.csv,0.0,0.0,0.0,9.0,11.0,3.0,0.0,0.0,5.0,30.0,0.0,0.0,1.0,5.0,1.0,0.0,8.0,15.0,0.0
prelude.csv,0.0,0.0,0.0,4.0,13.0,4.0,0.0,0.0,2.0,11.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
tokratan.csv,8.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
xfce.csv,0.0,0.0,0.0,6.0,5.0,14.0,0.0,12.0,1.0,40.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0
xharbour.csv,0.0,0.0,0.0,4.0,11.0,8.0,2.0,0.0,2.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
zabbix.csv,6.0,0.0,0.0,4.0,21.0,19.0,2.0,0.0,6.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
zengine.csv,8.0,0.0,0.0,3.0,5.0,6.0,0.0,12.0,1.0,47.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
zildo.csv,0.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,12.0,6.0,1.0,0.0,3.0,0.0,0.0,1.0,10.0,11.0,0.0
