,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.95,0.0,0.92,0.5,0.91,0.67,0.92,0.67,0.59,0.68,0.63,0.64,0.67,0.96,0.57,0.97,0.84,0.6,0.86
elvishrayrenderer.csv,0.48,0.37,0.49,0.35,0.49,0.55,0.67,0.36,0.39,0.54,0.33,0.45,0.33,0.94,0.41,0.47,0.36,0.47,0.44
graphmak.csv,0.88,0.44,0.0,0.61,0.91,0.86,0.86,0.88,0.67,0.68,0.64,0.94,0.71,0.94,0.66,0.72,0.63,0.94,0.67
jmol.csv,0.46,0.33,0.5,0.41,0.6,0.42,0.45,0.4,0.46,0.6,0.37,0.5,0.43,0.52,0.46,0.59,0.45,0.49,0.37
mesa3d.csv,0.97,0.84,0.9,0.89,0.83,0.93,0.57,0.9,0.9,0.88,0.65,0.9,0.91,0.0,0.66,0.83,0.95,0.97,0.75
minig.csv,0.6,0.55,0.51,0.5,0.47,0.59,0.66,0.81,0.48,0.7,0.38,0.6,0.47,0.97,0.88,0.7,0.99,0.58,0.5
moving-pictures.csv,0.65,0.48,0.8,0.62,0.72,0.86,0.6,0.47,0.53,0.61,0.67,0.56,0.5,0.74,0.72,0.66,0.74,0.58,0.64
ngl.csv,0.67,0.35,0.8,0.43,0.69,0.61,0.7,0.5,0.87,0.82,0.42,0.51,0.44,0.69,0.45,0.56,0.57,0.6,0.38
nunit.csv,0.98,0.0,0.76,0.65,0.47,0.66,0.83,0.81,0.95,0.85,0.55,0.7,0.5,0.93,0.94,0.99,0.87,0.89,0.83
octave.csv,0.64,0.77,0.57,0.37,0.95,0.63,0.75,0.52,0.62,0.62,0.45,0.41,0.35,0.45,0.57,0.84,0.48,0.52,0.56
opengs.csv,0.94,0.75,0.0,0.56,0.83,0.71,0.0,0.56,0.6,0.61,0.56,0.95,0.5,0.88,0.47,0.68,0.59,0.89,0.73
owlib.csv,0.54,0.4,0.51,0.56,0.47,0.63,0.82,0.53,0.51,0.63,0.49,0.62,0.5,0.57,0.44,0.51,0.47,0.45,0.39
prelude.csv,0.45,0.36,0.47,0.49,0.39,0.45,0.37,0.44,0.4,0.7,0.4,0.4,0.36,0.59,0.66,0.5,0.61,0.43,0.42
tokratan.csv,0.81,0.47,0.0,0.76,0.92,0.43,0.91,0.81,0.75,0.92,0.88,0.86,0.75,0.95,0.88,0.86,0.96,0.95,0.48
xfce.csv,0.46,0.34,0.64,0.36,0.71,0.57,0.5,0.4,0.39,0.48,0.4,0.41,0.48,0.39,0.47,0.52,0.51,0.43,0.39
xharbour.csv,0.39,0.38,0.64,0.39,0.5,0.55,0.53,0.37,0.37,0.41,0.37,0.35,0.35,0.37,0.46,0.5,0.48,0.45,0.4
zabbix.csv,0.43,0.38,0.5,0.4,0.42,0.57,0.5,0.38,0.37,0.49,0.35,0.42,0.37,0.68,0.47,0.48,0.44,0.4,0.36
zengine.csv,0.38,0.33,0.45,0.38,0.36,0.38,0.42,0.35,0.34,0.4,0.32,0.33,0.27,0.34,0.37,0.43,0.4,0.31,0.34
zildo.csv,0.53,0.45,0.39,0.47,0.95,0.42,0.82,0.46,0.74,0.77,0.52,0.48,0.55,0.6,0.97,0.59,0.56,0.57,0.37
