,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.47,0.0,0.03,0.04,0.24,0.88,0.12,0.0,0.06,0.0,0.73
ivatamasks.csv,0.31,0.5,0.74,0.0,0.46,0.5,0.39,0.42,0.31,0.36,0.44
java-gnome.csv,0.18,0.5,0.49,0.3,0.49,0.38,0.28,0.31,0.0,0.14,0.24
orc.csv,0.38,0.0,0.0,0.13,0.39,0.75,0.17,0.15,0.0,0.0,0.42
plato.csv,0.73,0.5,0.74,0.7,0.78,0.0,0.67,0.55,0.69,0.86,0.72
rodin-b-sharp.csv,0.05,0.0,0.1,0.15,0.07,0.25,0.0,0.11,0.25,0.0,0.12
tycho.csv,0.4,0.5,0.54,0.51,0.39,0.75,0.39,0.32,0.44,0.0,0.39
umber.csv,0.0,0.0,0.11,0.19,0.07,0.25,0.1,0.21,0.19,0.04,0.03
unicase.csv,0.49,1.0,0.64,0.7,0.39,0.38,0.58,0.5,0.44,0.39,0.03
vienna-add-in.csv,0.38,1.0,0.73,0.74,0.0,0.5,0.56,0.6,0.38,0.54,0.6
wpdev.csv,1.0,0.0,1.0,1.0,1.0,0.88,1.0,0.97,1.0,1.0,1.0
