,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.23,0.35,0.85,0.82,0.51,0.54,0.46
ivatamasks.csv,0.23,0.17,0.85,0.85,0.52,0.62,0.45
ivataopenportal.csv,0.23,0.21,0.87,0.72,0.73,0.56,0.46
kolmafia.csv,0.23,0.21,0.87,0.69,0.53,0.75,0.47
mb-unit.csv,0.4,0.22,0.9,0.68,0.55,0.56,0.62
nova.csv,0.63,0.2,0.84,0.68,0.5,0.63,0.49
olex2.csv,0.5,0.23,0.91,0.69,0.52,0.68,0.7
