,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.42,0.59,0.44,0.51,0.48,0.35,0.34
ivatamasks.csv,0.42,0.54,0.41,0.36,0.44,0.36,0.34
ivataopenportal.csv,0.42,0.46,0.4,0.46,0.53,0.35,0.34
kolmafia.csv,0.42,0.42,0.44,0.42,0.43,0.39,0.32
mb-unit.csv,0.8,0.69,0.46,0.42,0.4,0.35,0.51
nova.csv,0.53,0.61,0.63,0.68,0.59,0.6,0.43
olex2.csv,0.7,0.62,0.52,0.42,0.44,0.49,0.45
