,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.4,0.93,0.83,0.69,0.55,0.19,0.64,0.16,0.36
barracudamvc.csv,0.36,0.75,0.92,0.61,0.32,0.15,0.57,0.17,0.37
ingex.csv,0.53,0.71,0.82,0.7,0.23,0.19,0.71,0.25,0.64
jgnash.csv,0.45,0.72,0.83,0.65,0.37,0.42,0.82,0.25,0.44
jsr308-langtools.csv,0.55,0.81,0.85,0.63,0.34,0.18,0.97,0.28,0.57
owlapi.csv,0.49,0.75,1.0,0.71,0.3,0.16,0.67,0.38,0.41
owlib.csv,0.6,0.87,0.85,0.79,0.78,0.27,0.92,0.26,0.39
sidekar.csv,0.0,0.0,0.8,0.86,0.34,0.0,0.0,0.0,0.0
springside.csv,0.44,0.75,0.86,0.82,0.58,0.2,0.88,0.21,0.39
