,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,83.5,809.0,98.5,492.0,98.5,98.5,621.5,800.0,196.5,760.0,987.0,99.0,197.5,6865.5,98.5,99.0,98.5
arm-webradio.csv,98.5,1267.5,329.0,293.0,98.5,98.5,457.5,224.0,295.0,1383.5,134.5,99.0,91.5,7125.5,98.5,99.0,98.5
bwapi.csv,98.5,1425.5,98.5,1960.5,98.5,98.5,2907.5,2808.0,286.0,670.5,2254.0,99.0,197.5,15095.5,97.5,99.0,98.5
co-ode-owl-plugins.csv,98.5,634.5,98.5,588.0,98.5,98.5,192.5,221.0,196.0,857.5,600.0,99.0,89.5,14688.0,98.5,97.5,98.5
firebreath.csv,98.5,954.5,98.5,1566.5,98.5,98.5,556.0,2380.5,295.0,743.0,1342.0,98.5,98.5,1894.5,94.5,97.5,98.5
frogatto.csv,91.5,703.0,98.5,1079.0,98.5,98.5,2268.0,2539.5,97.5,575.0,2155.0,99.0,98.5,15095.5,97.5,97.5,98.5
gretl.csv,283.5,682.0,98.5,981.5,98.5,98.5,1305.5,1574.5,196.0,661.5,661.5,98.5,97.5,4938.5,98.5,99.0,98.5
jasperreports.csv,188.0,329.0,98.5,1863.0,98.5,98.5,2828.0,2709.5,852.0,279.5,1976.0,98.5,197.5,402.5,94.5,97.5,92.5
konversation.csv,187.0,254.5,98.5,684.0,98.5,98.5,929.5,1189.0,97.5,1383.5,808.0,98.5,95.5,3438.5,94.5,97.5,92.5
linuxsh.csv,98.5,614.5,98.5,567.5,98.5,98.5,121.5,278.0,196.0,1097.0,99.0,98.5,89.5,4303.5,98.5,99.0,98.5
moviesandbox.csv,98.5,359.0,98.5,1075.0,98.5,98.5,573.0,1380.5,196.5,1017.5,83.5,96.5,89.5,2244.5,98.5,97.5,188.0
ontomorphtab.csv,98.5,1420.5,98.5,1077.5,98.5,98.5,1836.5,2508.0,196.0,647.5,1668.0,98.5,197.5,4383.0,94.5,97.5,98.5
opengs.csv,83.5,440.5,98.5,347.0,98.5,98.5,9.5,39.5,238.0,188.0,0.0,98.5,95.5,7783.5,94.5,95.5,94.5
scite-ru.csv,98.5,335.0,98.5,1176.5,98.5,98.5,933.0,2406.0,97.5,666.5,1824.5,98.5,97.5,15095.5,98.5,99.0,98.5
tokratan.csv,91.5,163.0,98.5,357.0,98.5,98.5,9.5,128.0,97.5,367.0,469.5,98.5,97.5,5204.5,94.5,94.5,94.5
vrjuggler.csv,98.5,0.0,98.5,218.5,191.0,98.5,484.5,937.0,82.5,284.5,764.0,0.0,62.5,15666.5,98.5,92.5,91.0
xuggle.csv,98.5,1330.0,98.5,511.0,98.5,98.5,1340.0,1288.0,97.5,187.0,945.0,99.0,98.5,16176.5,94.5,99.0,98.5
