,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.19,0.62,0.12,0.38,0.77,0.26,0.19,0.48,0.69,0.66,0.36,0.53,0.35,0.34,0.85,0.92,0.41
arm-webradio.csv,0.57,0.53,0.1,0.5,0.57,0.34,0.12,0.09,0.94,0.9,0.03,0.27,0.4,0.41,0.73,0.97,0.18
bwapi.csv,1.0,0.84,0.94,0.96,0.54,0.98,1.0,0.96,0.36,0.68,1.0,0.9,0.91,0.99,0.18,0.22,0.9
co-ode-owl-plugins.csv,0.38,0.42,0.3,0.64,0.54,0.36,0.04,0.11,0.65,0.91,0.19,0.2,0.38,0.95,0.42,0.86,0.14
firebreath.csv,0.24,0.64,0.58,0.57,0.6,0.33,0.15,0.79,0.88,0.49,0.54,0.33,0.62,0.32,0.03,0.67,0.75
frogatto.csv,0.29,0.6,0.77,0.62,0.46,0.52,0.73,0.86,0.32,0.25,0.97,0.47,0.65,0.99,0.27,0.53,0.8
gretl.csv,0.48,0.47,0.49,0.32,0.97,0.57,0.46,0.48,0.58,0.95,0.22,0.37,0.44,0.44,0.97,0.94,0.22
jasperreports.csv,0.29,0.45,0.93,0.81,0.51,0.79,0.98,0.89,0.61,0.1,0.9,0.57,0.67,0.13,0.3,0.0,0.76
konversation.csv,0.19,0.25,0.17,0.23,0.14,0.34,0.29,0.22,0.18,0.83,0.37,0.2,0.4,0.46,0.09,0.08,0.1
linuxsh.csv,0.33,0.29,0.16,0.09,0.63,0.23,0.06,0.11,0.69,0.86,0.02,0.07,0.29,0.19,0.52,0.81,0.06
moviesandbox.csv,0.81,0.25,0.43,0.38,0.37,0.5,0.15,0.32,0.47,0.68,0.03,0.13,0.36,0.33,0.21,0.56,0.23
ontomorphtab.csv,0.24,0.95,0.66,0.56,0.77,0.65,0.65,0.75,0.77,0.51,0.66,0.37,0.89,0.36,0.64,0.33,0.93
opengs.csv,0.05,0.45,0.18,0.24,0.49,0.34,0.0,0.0,0.3,0.29,0.0,0.17,0.36,0.39,0.21,0.36,0.02
scite-ru.csv,0.57,0.4,0.48,0.5,0.74,0.57,0.33,0.76,0.65,0.9,0.8,0.23,0.45,1.0,0.64,1.0,0.33
tokratan.csv,0.19,0.33,0.14,0.16,0.43,0.22,0.0,0.02,0.03,0.22,0.22,0.37,0.38,0.48,0.0,0.0,0.53
vrjuggler.csv,0.43,0.0,0.2,0.02,0.31,0.1,0.13,0.27,0.16,0.42,0.34,0.0,0.02,0.65,0.42,0.36,0.01
xuggle.csv,0.24,0.73,0.22,0.19,0.6,0.44,0.44,0.42,0.44,0.27,0.36,0.43,0.64,0.92,0.52,0.83,0.52
