,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.73,0.21,0.58,0.44,0.37,0.49,0.99,0.38,0.12,0.49,0.54
gamestone.csv,0.12,1.0,0.35,0.15,0.13,0.11,0.32,0.15,0.0,0.16,0.12
gbif-providertoolkit.csv,0.1,0.0,0.3,0.06,0.92,0.21,0.0,0.27,0.12,0.19,0.24
heekscad.csv,0.99,0.34,0.67,0.49,0.31,0.15,0.38,0.31,0.11,0.46,0.37
igarden.csv,0.51,0.18,0.27,0.94,0.06,0.47,0.26,0.23,0.07,0.44,0.34
levent.csv,0.33,0.0,0.45,0.15,0.41,1.0,0.5,0.33,0.13,0.29,0.62
lportal.csv,0.36,0.2,0.47,0.2,0.13,0.46,0.39,0.12,0.94,0.41,0.29
natpad.csv,0.7,0.1,0.59,0.42,0.37,0.62,0.43,0.31,0.13,0.46,0.96
openmsx.csv,0.63,0.19,0.5,0.49,0.31,0.8,0.39,0.3,0.08,0.94,0.36
owlapi.csv,0.12,0.0,0.13,0.0,0.11,0.12,0.31,0.98,0.18,0.06,0.54
xcsoar.csv,0.69,0.21,0.96,0.39,0.41,0.42,0.42,0.39,0.15,0.43,0.63
