,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.85,0.74,0.52,0.55,0.64,0.68,0.17,0.1
aime.csv,0.69,0.99,0.28,0.0,0.79,0.16,0.08,0.1
badtrinitycore.csv,0.0,0.0,0.4,0.83,0.5,0.68,0.37,0.27
electric-core.csv,0.92,0.54,0.62,0.64,0.86,0.72,0.61,0.63
geochat.csv,0.69,1.0,0.53,0.19,0.5,0.08,0.04,0.53
mumble.csv,0.96,0.91,0.34,0.11,0.93,0.84,0.3,0.6
olsrd.csv,1.0,0.72,0.56,0.6,0.57,0.88,0.67,0.6
t-2.csv,0.58,0.54,0.43,0.6,1.0,0.8,0.63,0.63
