,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.2,0.56,0.61,0.36,0.6,0.74,0.0
gstreamer.csv,0.19,0.53,0.6,0.39,0.41,0.73,0.77
ifmo-game-1.csv,0.38,0.0,0.34,0.07,0.13,0.55,0.05
pi-qmc.csv,0.12,0.52,0.47,0.38,0.78,0.68,0.91
quarkplusplus.csv,0.21,0.65,0.48,0.4,0.31,0.54,0.25
xapian.csv,0.16,0.61,0.55,0.49,0.33,0.65,0.75
zemljanka.csv,0.2,0.55,0.6,0.37,0.4,0.59,0.9
