,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.86,0.62,0.65,0.81,0.77,0.94,0.0
gstreamer.csv,1.0,0.58,0.91,0.73,0.82,0.68,0.63
ifmo-game-1.csv,0.86,0.0,0.25,0.04,0.09,0.48,0.02
pi-qmc.csv,0.43,0.54,0.51,0.65,0.86,0.74,0.86
quarkplusplus.csv,0.57,0.67,0.47,0.38,0.27,0.41,0.14
xapian.csv,0.86,1.0,0.78,0.58,0.55,0.68,0.62
zemljanka.csv,0.86,0.79,0.96,0.96,0.77,0.62,0.81
