,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.64,0.6,0.5,0.82,0.39,0.82,1.0
gstreamer.csv,0.78,0.63,0.89,0.65,0.86,0.41,0.5
ifmo-game-1.csv,0.29,1.0,0.77,0.96,0.92,0.63,0.98
pi-qmc.csv,0.77,0.61,0.7,0.63,0.2,0.67,0.68
quarkplusplus.csv,0.56,0.44,0.64,0.64,0.75,0.61,0.88
xapian.csv,0.82,0.97,0.84,0.48,0.83,0.65,0.77
zemljanka.csv,0.64,0.84,0.98,0.94,0.84,0.74,0.19
