,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.51,0.83,0.52,0.67,0.32,0.71,0.88,0.2,0.07,0.91,0.11,1.0,1.0,0.75,0.62
continuum-ide.csv,0.56,0.73,0.75,0.0,0.5,0.82,0.0,0.6,0.23,0.92,0.13,0.83,0.0,0.67,0.6
fleet-simulator.csv,0.68,0.87,0.48,0.6,0.33,0.69,0.58,0.3,0.09,0.85,0.12,0.9,1.0,0.63,0.63
hydrate.csv,0.74,0.92,0.48,0.53,0.36,0.65,0.52,0.36,0.14,0.76,0.17,0.98,0.83,0.63,0.69
ivef-sdk.csv,0.67,0.95,0.53,0.68,0.3,1.0,0.35,0.14,0.05,0.9,0.0,0.87,0.0,0.5,0.0
jmri.csv,0.88,0.95,0.64,0.36,0.13,0.97,0.46,0.36,0.09,0.78,0.24,0.92,1.0,1.0,0.6
kdenlive.csv,0.82,0.9,0.53,0.41,0.38,0.31,0.52,0.35,0.1,0.74,0.14,1.0,1.0,0.67,0.69
mia.csv,0.78,0.85,0.47,0.5,0.5,1.0,0.0,0.71,0.24,0.71,0.15,1.0,0.96,0.57,0.85
ontopia.csv,0.77,0.9,0.55,0.59,0.23,0.36,0.48,0.0,0.09,0.97,0.08,0.88,0.82,0.43,0.71
opentibia.csv,0.68,0.96,0.51,0.62,0.35,0.5,0.52,0.4,0.12,0.86,0.15,1.0,0.77,0.6,0.65
runuomondains.csv,0.83,0.97,0.58,0.28,0.27,0.31,0.43,0.41,0.13,0.9,0.37,0.97,0.77,0.44,0.67
somap.csv,0.63,0.88,0.48,0.64,0.36,0.56,0.52,0.3,0.09,0.81,0.12,1.0,0.87,0.62,0.63
taverna.csv,0.86,0.96,0.42,0.5,0.62,0.43,0.56,0.0,0.2,0.81,0.4,1.0,0.86,0.6,0.83
tigermud.csv,0.51,0.82,0.46,0.25,0.45,0.0,0.33,0.32,0.09,0.78,0.18,0.97,0.8,0.71,0.67
x-ray-mule.csv,0.61,1.0,0.39,0.86,0.32,0.0,0.0,0.44,0.07,0.94,0.0,1.0,0.68,0.82,0.5
