,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,1.0,0.73,0.98,1.0,0.5,0.6,0.74,0.62,0.39,0.36,0.82,0.3,0.91,0.89,0.58
encog-cs.csv,0.0,0.57,0.43,0.69,0.79,0.73,0.79,0.73,0.95,0.77,0.71,0.7,0.73,0.39,0.37
extprosys.csv,0.0,0.57,0.94,0.54,0.57,0.57,0.54,0.63,0.64,0.77,0.82,0.75,0.35,0.25,0.32
ibatisdb.csv,0.0,0.2,0.06,0.07,0.18,0.37,0.46,0.28,0.09,0.23,0.29,0.6,0.05,1.0,0.37
intact.csv,0.0,0.96,0.06,0.74,0.36,0.97,0.9,0.41,0.41,0.18,0.45,0.6,0.44,0.14,0.26
japano.csv,1.0,0.96,0.98,0.71,0.57,0.6,0.72,1.0,0.58,0.77,0.95,0.75,0.86,0.97,0.89
lockss.csv,0.0,0.1,0.13,0.04,0.11,0.13,0.33,0.17,0.23,0.95,0.13,0.25,0.07,0.11,0.11
ofbiz.csv,0.0,0.33,0.06,0.11,0.18,0.37,0.18,0.17,0.33,0.27,0.55,0.0,1.0,0.67,0.16
officefloor.csv,0.0,0.57,0.55,0.83,0.43,0.4,0.74,0.74,0.24,0.36,0.82,0.75,0.19,0.86,0.79
opennms.csv,1.0,0.16,0.06,0.04,1.0,0.03,0.21,0.14,0.18,0.14,0.16,0.1,0.08,0.03,0.05
rohxel.csv,1.0,0.78,0.66,0.81,0.89,0.93,0.97,0.86,0.97,0.95,0.66,0.7,0.86,1.0,0.74
roolo.csv,0.0,0.27,0.0,0.02,0.21,0.07,0.18,0.14,0.12,0.32,0.37,1.0,0.26,0.14,0.05
sevenupdate.csv,1.0,1.0,1.0,0.7,0.82,0.87,0.69,0.81,0.95,0.77,0.97,0.8,0.87,1.0,0.89
web-cat.csv,0.0,0.29,0.06,0.53,0.21,0.3,0.46,0.3,0.64,0.23,0.13,0.6,0.26,0.06,1.0
