,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.52,0.87,0.98,0.07,0.66,0.79,0.6,1.07,0.72,0.84,0.6,0.77,0.81,0.7,0.88
encog-cs.csv,1.22,1.09,0.71,0.65,0.71,0.68,0.84,0.43,0.05,0.75,0.74,0.84,0.65,0.89,0.82
extprosys.csv,1.14,0.94,0.06,0.73,0.67,0.64,0.71,0.43,0.74,0.69,0.52,0.62,0.8,0.81,0.74
ibatisdb.csv,1.0,0.86,0.94,0.94,0.84,0.67,0.6,0.73,0.91,0.88,0.71,0.61,0.95,0.01,0.67
intact.csv,1.15,0.83,0.95,0.76,0.74,0.03,1.01,0.68,0.82,0.9,0.65,0.98,0.63,0.95,0.75
japano.csv,0.65,1.0,0.87,0.64,0.66,0.94,0.53,0.0,0.64,0.74,0.9,0.65,0.84,0.9,0.81
lockss.csv,1.0,0.9,0.88,0.97,0.9,0.87,0.69,0.83,0.79,0.05,0.87,0.76,0.93,0.9,0.9
ofbiz.csv,1.04,0.84,0.94,0.9,0.84,0.71,0.82,0.86,0.69,0.77,0.53,1.01,0.01,0.57,0.94
officefloor.csv,1.06,0.54,0.76,0.94,0.67,0.74,0.94,0.61,0.88,0.8,0.18,0.77,0.86,0.88,0.68
opennms.csv,0.11,0.85,0.94,0.97,0.0,0.97,0.8,0.87,0.83,0.87,0.84,0.91,0.92,0.98,0.95
rohxel.csv,0.92,1.02,0.56,0.67,0.85,0.8,0.03,0.9,0.87,0.86,0.61,0.99,0.69,0.84,0.88
roolo.csv,1.01,0.73,1.0,0.98,0.81,0.94,0.82,0.89,0.88,0.7,0.67,0.0,0.76,0.88,0.95
sevenupdate.csv,0.87,0.0,1.0,0.71,0.79,0.93,0.55,0.8,0.97,0.59,0.98,0.84,0.89,0.94,0.91
web-cat.csv,1.02,0.87,0.94,0.79,0.84,0.77,0.83,0.78,0.83,0.83,0.94,0.67,0.77,0.98,0.0
