,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,43.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,92.0,2.0,3.0,32.0,0.0
encog-cs.csv,104.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,182.0,0.0,13.0,14.0,1.0
extprosys.csv,104.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,12.0,6.0,99.0,0.0,1.0,11.0,2.0
ibatisdb.csv,104.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,28.0,18.0,1.0,0.0,0.0,0.0
intact.csv,104.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,15.0,5.0,293.0,0.0,0.0,29.0,1.0
japano.csv,52.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,8.0,11.0,423.0,0.0,2.0,16.0,1.0
lockss.csv,104.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,49.0,0.0,0.0,13.0,0.0
ofbiz.csv,104.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,9.0,76.0,56.0,0.0,13.0,5.0
officefloor.csv,104.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,15.0,23.0,0.0,0.0,2.0,17.0,1.0
opennms.csv,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,37.0,0.0,0.0,7.0,1.0
rohxel.csv,73.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,12.0,30.0,0.0,2.0,7.0,5.0
roolo.csv,104.0,0.0,186.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,66.0,0.0,8.0,13.0,2.0
sevenupdate.csv,68.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,16.0,5.0,323.0,0.0,8.0,14.0,1.0
web-cat.csv,104.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,14.0,6.0,355.0,0.0,2.0,8.0,0.0
