,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.51,0.49,0.48,0.37,0.66,0.46,0.43,0.44,0.68,0.55,0.43,0.67,0.37,0.43,0.4
encog-cs.csv,0.41,0.44,0.75,0.47,0.45,0.44,0.45,0.59,0.63,0.51,0.53,0.47,0.46,0.59,0.61
extprosys.csv,0.5,0.48,0.76,0.48,0.48,0.49,0.48,0.63,0.47,0.51,0.52,0.58,0.59,0.71,0.67
ibatisdb.csv,0.5,0.92,0.89,0.89,0.95,0.81,0.52,0.78,0.92,0.65,0.99,0.62,0.93,0.76,0.64
intact.csv,0.47,0.46,0.94,0.48,0.68,0.72,0.39,0.76,0.61,0.87,0.86,0.44,0.64,0.81,0.89
japano.csv,0.42,0.45,0.5,0.4,0.56,0.42,0.48,0.49,0.57,0.43,0.47,0.57,0.39,0.43,0.36
lockss.csv,0.83,0.8,0.97,0.83,0.91,0.92,0.67,0.86,0.81,0.86,0.99,0.89,0.94,0.95,0.8
ofbiz.csv,0.68,0.53,0.75,0.92,0.95,0.62,0.86,0.74,0.79,0.68,0.57,0.75,0.44,0.45,0.69
officefloor.csv,0.83,0.77,0.74,0.41,0.82,0.73,0.46,0.64,0.8,0.79,0.97,0.55,0.96,0.48,0.46
opennms.csv,0.92,0.89,0.9,0.83,0.75,0.83,0.89,0.94,0.96,0.93,0.99,0.83,0.95,0.91,0.67
rohxel.csv,0.3,0.41,0.48,0.35,0.36,0.36,0.45,0.44,0.35,0.36,0.42,0.41,0.35,0.41,0.28
roolo.csv,0.92,0.69,0.83,0.5,0.91,0.91,0.86,0.95,0.94,0.86,0.78,0.8,0.75,0.96,0.67
sevenupdate.csv,0.34,0.47,0.47,0.32,0.38,0.34,0.44,0.42,0.37,0.4,0.46,0.41,0.4,0.41,0.29
web-cat.csv,0.96,0.71,0.8,0.61,0.79,0.84,0.6,0.97,0.47,0.97,0.95,0.69,0.81,0.97,0.58
