,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.02,0.88,0.28,0.99,0.3,0.26,0.83,0.9,0.37,0.14,0.04,0.33,0.7,0.3,0.31
encog-cs.csv,0.0,0.82,0.28,0.9,0.3,0.32,0.78,0.97,1.0,0.2,0.03,0.33,0.72,0.17,0.3
extprosys.csv,0.0,0.85,0.98,0.88,0.29,0.33,0.78,0.98,0.36,0.22,0.04,0.42,0.61,0.22,0.4
ibatisdb.csv,0.0,0.83,0.33,0.78,0.26,0.42,0.86,0.97,0.5,0.12,0.12,0.41,0.73,0.97,0.5
intact.csv,0.0,0.9,0.18,0.88,0.26,1.0,0.76,0.94,0.29,0.1,0.04,0.27,0.76,0.1,0.56
japano.csv,0.01,0.89,0.31,0.9,0.29,0.22,0.85,1.0,0.4,0.21,0.03,0.41,0.68,0.27,0.4
lockss.csv,0.0,1.0,0.23,0.67,0.27,0.33,0.87,1.0,0.42,1.0,0.04,0.56,0.83,0.2,0.4
ofbiz.csv,0.0,0.84,0.75,0.92,0.25,0.32,1.0,0.91,0.52,0.21,0.05,0.0,1.0,0.33,0.19
officefloor.csv,0.0,0.93,0.26,0.87,0.31,0.27,0.74,0.95,0.23,0.15,1.0,0.36,0.58,0.25,0.43
opennms.csv,0.08,0.89,0.3,0.67,1.0,0.17,0.89,0.94,0.46,0.21,0.06,0.33,0.77,0.09,0.33
rohxel.csv,0.01,0.86,0.37,0.9,0.28,0.33,1.0,0.93,0.38,0.21,0.04,0.29,0.73,0.29,0.35
roolo.csv,0.0,1.0,0.0,1.0,0.27,0.18,1.0,0.89,0.44,0.32,0.04,1.0,0.75,0.2,0.33
sevenupdate.csv,0.01,1.0,0.28,0.89,0.28,0.28,0.84,0.94,0.36,0.25,0.03,0.35,0.67,0.27,0.38
web-cat.csv,0.0,0.82,0.6,0.86,0.21,0.28,0.72,0.92,0.32,0.15,0.01,0.38,0.71,0.06,1.0
