,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.04,0.8,0.44,1.0,0.37,0.37,0.78,0.74,0.38,0.2,0.07,0.32,0.79,0.45,0.41
encog-cs.csv,0.0,0.67,0.34,0.78,0.43,0.45,0.78,0.83,0.98,0.32,0.06,0.44,0.72,0.24,0.33
extprosys.csv,0.0,0.68,0.96,0.67,0.38,0.42,0.64,0.77,0.46,0.34,0.09,0.54,0.45,0.23,0.35
ibatisdb.csv,0.0,0.33,0.1,0.12,0.21,0.39,0.6,0.43,0.15,0.15,0.17,0.49,0.1,0.99,0.42
intact.csv,0.0,0.93,0.09,0.8,0.3,0.98,0.82,0.57,0.34,0.13,0.07,0.37,0.56,0.12,0.36
japano.csv,0.03,0.92,0.47,0.79,0.39,0.33,0.78,1.0,0.48,0.33,0.06,0.53,0.76,0.42,0.56
lockss.csv,0.0,0.19,0.17,0.07,0.15,0.19,0.48,0.29,0.29,0.98,0.06,0.34,0.14,0.14,0.17
ofbiz.csv,0.0,0.47,0.11,0.19,0.21,0.34,0.3,0.28,0.41,0.24,0.1,0.0,1.0,0.44,0.17
officefloor.csv,0.0,0.71,0.35,0.85,0.36,0.32,0.74,0.83,0.24,0.21,0.9,0.48,0.29,0.39,0.56
opennms.csv,0.15,0.28,0.1,0.07,1.0,0.06,0.33,0.24,0.26,0.17,0.09,0.15,0.15,0.04,0.09
rohxel.csv,0.02,0.82,0.48,0.85,0.42,0.48,0.99,0.89,0.55,0.34,0.07,0.41,0.79,0.45,0.47
roolo.csv,0.0,0.42,0.0,0.04,0.24,0.1,0.3,0.24,0.19,0.32,0.08,1.0,0.39,0.16,0.09
sevenupdate.csv,0.02,1.0,0.44,0.78,0.42,0.42,0.76,0.87,0.52,0.38,0.05,0.48,0.76,0.42,0.53
web-cat.csv,0.0,0.42,0.1,0.66,0.21,0.29,0.56,0.45,0.43,0.18,0.02,0.46,0.38,0.06,1.0
