,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
etherboot.csv,71.0,5.0,10.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
ffigo.csv,5.0,0.0,5.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0
gebr.csv,13.0,2.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
gpac.csv,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0
libtorrent.csv,7.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
miranda.csv,2.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
modellus.csv,23.0,1.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
mplayer-ce.csv,8.0,4.0,12.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0
nicepress.csv,1.0,7.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0
vapor.csv,71.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
