,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.79,0.78,0.82,1.0,0.26
freenet.csv,0.74,0.98,0.8,0.56,0.22
mediaportal.csv,0.75,0.65,0.88,0.39,0.99
onotoa.csv,0.7,0.67,1.0,0.5,0.17
sqlpower-library.csv,0.98,0.75,0.81,0.52,0.22
