,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.75,0.68,0.61,1.0,0.39
freenet.csv,0.79,0.98,0.66,0.62,0.34
mediaportal.csv,0.51,0.5,0.63,0.31,0.94
onotoa.csv,0.55,0.56,1.0,0.53,0.24
sqlpower-library.csv,0.97,0.71,0.49,0.48,0.34
