,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.72,0.75,0.43,0.3,0.83,0.77,0.09,0.99,0.66,0.02,0.97,0.0,0.79,0.44
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.11,0.02
hydrate.csv,0.59,0.42,0.79,0.65,0.98,0.47,0.74,0.11,0.48,0.44,0.42,0.33,0.42,0.83
ivef-sdk.csv,0.74,0.33,0.51,0.7,0.64,0.0,0.63,0.0,0.79,0.74,0.07,1.0,0.05,0.62
jmri.csv,0.1,0.08,0.33,0.3,0.47,0.0,0.57,0.11,0.16,0.28,0.2,0.33,0.21,0.92
jython.csv,0.64,0.5,0.19,0.8,0.7,0.8,0.97,0.16,0.44,0.07,0.8,0.17,0.74,0.94
kdenlive.csv,0.28,0.5,0.44,0.85,0.51,0.87,0.34,0.99,0.6,0.4,0.78,0.33,0.74,0.65
opentibia.csv,0.31,0.25,0.35,0.35,0.47,0.03,0.74,0.22,0.05,0.05,0.58,0.0,0.68,0.29
projectfactory.csv,0.08,0.0,0.31,0.1,0.26,0.13,0.43,0.99,0.45,0.4,0.39,0.17,0.47,0.44
runuomondains.csv,0.21,0.17,0.54,0.5,0.47,0.9,0.77,0.2,0.2,0.84,0.22,0.17,0.37,0.62
somap.csv,1.0,1.0,0.79,0.85,0.91,1.0,0.8,1.0,1.0,0.79,0.93,0.0,1.0,0.77
taverna.csv,0.03,0.17,0.07,0.35,0.19,0.17,0.43,0.02,0.11,0.51,0.02,0.0,0.0,0.1
unbvision.csv,0.28,0.33,0.41,0.7,0.38,1.0,0.49,0.99,0.22,0.26,0.78,0.0,0.79,0.77
x-ray-mule.csv,0.23,0.08,0.16,0.3,0.53,0.0,0.26,0.01,0.81,0.72,0.02,0.0,0.05,0.1
