,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,98.5,95.5,96.5,849.5,518.0,183.0,504.0,166.0,156.0,23.5
flylegacy.csv,98.5,194.0,95.5,493.0,270.5,97.5,292.5,98.5,588.0,183.0
jguard.csv,98.5,194.0,95.5,5854.0,97.5,96.5,292.5,98.5,588.0,193.0
m-a-d-n-e-s-s.csv,94.5,0.0,96.5,196.5,27.5,59.5,0.0,33.5,389.5,296.5
mob-sen-plat.csv,192.0,279.5,98.5,983.5,98.5,196.0,367.0,98.5,588.0,186.0
raygina.csv,192.0,32.5,95.5,1454.0,97.5,195.0,88.5,90.5,91.5,468.5
st-filteredstatistics.csv,98.5,165.0,98.5,983.5,98.5,97.5,292.5,193.0,291.5,283.5
upp-mirror.csv,94.5,154.0,98.5,590.5,98.5,195.0,275.5,90.5,387.5,264.5
wishmaster.csv,94.5,261.5,98.5,688.5,98.5,374.0,275.5,193.0,170.0,283.5
yarp.csv,44.5,0.0,96.5,196.5,204.5,196.0,183.0,98.5,127.0,286.5
