,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.93,0.83,0.64,0.76,0.94,0.89,0.88,0.8,0.83,0.0
flylegacy.csv,0.44,0.5,0.49,0.68,0.83,0.58,0.41,0.56,0.46,0.67
jguard.csv,0.45,0.65,0.7,0.43,0.57,0.68,0.58,0.35,0.42,0.76
m-a-d-n-e-s-s.csv,0.89,0.0,0.78,0.98,0.0,0.0,0.0,0.75,0.53,0.86
mob-sen-plat.csv,0.4,0.41,0.35,0.58,0.41,0.46,0.37,0.44,0.53,0.42
raygina.csv,0.44,0.0,0.56,0.42,0.79,0.45,0.65,0.62,0.75,0.39
st-filteredstatistics.csv,0.35,0.58,0.34,0.35,0.33,0.5,0.38,0.34,0.41,0.42
upp-mirror.csv,0.55,0.75,0.34,0.52,0.37,0.68,0.57,0.69,0.51,0.59
wishmaster.csv,0.79,0.88,0.44,0.51,0.34,0.43,0.64,0.83,0.56,0.5
yarp.csv,0.9,0.0,0.57,0.98,0.75,0.71,0.67,0.8,0.92,0.52
