,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.91,0.49,0.75,0.48,0.43,0.56,0.71,0.49,0.37,0.44,0.42,0.35,0.51,0.53,0.42,0.53,0.51
bwapi.csv,0.45,0.46,0.43,0.49,0.51,0.42,0.34,0.39,0.97,0.65,0.36,0.47,0.43,0.46,0.69,0.64,0.46
co-ode-owl-plugins.csv,0.52,0.63,0.72,0.57,0.43,0.6,0.89,0.96,0.36,0.45,0.75,0.79,0.79,0.62,0.48,0.53,0.75
firebreath.csv,0.5,0.48,0.45,0.53,0.38,0.53,0.8,0.6,0.39,0.46,0.68,0.45,0.51,0.65,0.83,0.57,0.73
frogatto.csv,0.36,0.39,0.41,0.46,0.38,0.39,0.32,0.38,0.47,0.57,0.36,0.34,0.33,0.45,0.41,0.46,0.44
gretl.csv,0.41,0.53,0.51,0.64,0.4,0.47,0.43,0.54,0.55,0.43,0.59,0.4,0.56,0.48,0.44,0.54,0.47
jasperreports.csv,0.7,0.53,0.43,0.57,0.55,0.48,0.35,0.39,0.56,0.95,0.36,0.49,0.47,0.72,0.72,0.88,0.51
konversation.csv,0.57,0.82,0.52,0.83,0.6,0.53,0.94,0.95,0.95,0.51,0.65,0.64,0.71,0.59,0.83,0.7,0.7
linuxsh.csv,0.68,0.68,0.91,0.97,0.44,0.97,0.75,0.96,0.37,0.5,0.0,0.95,0.94,0.98,0.41,0.56,0.89
moviesandbox.csv,0.49,0.94,0.52,0.81,0.41,0.56,0.89,0.95,0.55,0.51,0.75,0.97,0.97,0.77,0.61,0.58,0.74
ontomorphtab.csv,0.38,0.4,0.42,0.51,0.41,0.42,0.36,0.38,0.38,0.44,0.57,0.35,0.35,0.44,0.42,0.59,0.47
opengs.csv,0.88,0.51,0.57,0.62,0.38,0.59,0.67,0.5,0.61,0.76,0.0,0.52,0.56,0.66,0.47,0.63,0.56
scite-ru.csv,0.46,0.42,0.45,0.5,0.39,0.44,0.76,0.46,0.42,0.43,0.39,0.42,0.55,0.46,0.41,0.47,0.42
tokratan.csv,0.57,0.61,0.65,0.79,0.37,0.79,0.0,0.5,0.91,0.75,0.86,0.41,0.53,0.57,0.89,0.94,0.68
vrjuggler.csv,0.45,0.75,0.62,0.93,0.41,0.88,0.87,0.96,0.86,0.68,0.51,0.96,0.93,0.58,0.4,0.56,0.9
wxcode.csv,0.55,0.67,0.57,0.79,0.55,0.67,0.83,0.67,0.0,0.91,0.73,0.5,0.43,0.53,0.75,0.93,0.67
xuggle.csv,0.46,0.4,0.56,0.6,0.36,0.45,0.36,0.51,0.47,0.6,0.54,0.43,0.37,0.46,0.42,0.5,0.52
