,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.24,0.56,0.47,0.58,0.5,0.36,0.33,0.73,0.55,0.51,0.46,0.63,0.73,0.71,0.44,0.35,0.65
bwapi.csv,0.0,0.42,0.17,0.05,0.44,0.09,0.17,0.11,0.28,0.6,0.0,0.35,0.27,0.0,0.56,0.78,0.45
co-ode-owl-plugins.csv,0.5,0.64,0.61,0.58,0.75,0.55,0.28,0.75,0.58,0.41,0.07,0.39,0.26,0.52,0.54,0.39,0.33
firebreath.csv,0.42,0.56,0.65,0.68,0.72,0.69,0.17,0.25,0.56,0.68,0.14,0.66,0.51,0.65,0.36,0.32,0.47
frogatto.csv,0.68,0.52,0.64,0.69,0.57,0.66,0.69,0.31,0.62,0.62,0.13,0.68,0.6,0.05,0.68,0.29,0.85
gretl.csv,0.67,0.67,0.64,0.56,0.38,0.6,0.48,0.73,0.38,0.24,0.28,0.68,0.44,0.82,0.51,0.56,0.51
jasperreports.csv,0.39,0.38,0.17,0.42,0.42,0.57,0.0,0.04,0.24,0.24,0.3,0.58,0.61,0.94,0.33,0.16,0.16
konversation.csv,0.36,0.4,0.76,0.46,0.41,0.52,0.28,0.49,0.13,0.59,0.5,0.5,0.37,0.79,0.33,0.17,0.46
linuxsh.csv,0.43,0.73,0.1,0.24,0.56,0.21,0.0,0.75,0.51,0.41,0.0,0.17,0.12,0.0,0.56,0.44,0.0
moviesandbox.csv,0.5,0.49,0.81,0.54,0.68,0.61,0.12,0.63,0.72,0.6,0.07,0.2,0.21,0.58,0.46,0.33,0.45
ontomorphtab.csv,0.77,0.67,0.67,0.72,0.69,0.66,0.54,0.29,0.52,0.7,0.29,0.63,0.58,0.92,0.65,0.23,0.45
opengs.csv,0.24,0.53,0.75,0.71,0.66,0.39,0.12,0.13,0.74,0.44,0.0,0.49,0.46,0.42,0.52,0.42,0.59
scite-ru.csv,0.43,0.49,0.65,0.66,0.49,0.61,0.37,0.53,0.68,0.17,0.6,0.59,0.5,0.0,0.57,0.0,0.59
tokratan.csv,0.33,0.49,0.62,0.55,0.62,0.31,0.06,0.13,0.42,0.57,0.14,0.59,0.38,0.78,0.26,0.15,0.85
vrjuggler.csv,0.63,0.21,0.76,0.05,0.59,0.2,0.33,0.75,0.26,0.56,0.67,0.17,0.13,0.65,0.64,0.34,0.17
wxcode.csv,0.34,0.0,0.62,0.48,0.31,0.38,0.43,0.07,0.0,0.45,0.22,0.41,0.43,0.87,0.13,0.13,0.96
xuggle.csv,0.57,0.62,0.6,0.78,0.63,0.58,0.62,0.31,0.77,0.82,0.22,0.6,0.61,0.13,0.66,0.6,0.92
