,f1,g,recall,precision,pf,wins
alleg.csv,0.31,0.51,0.71,0.29,0.5,5
bwapi.csv,0.35,0.27,0.91,0.3,0.93,2
co-ode-owl-plugins.csv,0.38,0.52,0.58,0.48,0.36,15
firebreath.csv,0.3,0.56,0.62,0.44,0.41,12
frogatto.csv,0.38,0.62,0.7,0.36,0.55,11
gretl.csv,0.36,0.56,0.71,0.27,0.52,7
jasperreports.csv,0.34,0.33,0.43,0.27,0.67,0
konversation.csv,0.3,0.46,0.41,0.36,0.18,6
linuxsh.csv,0.24,0.24,0.2,0.38,0.19,1
moviesandbox.csv,0.34,0.5,0.52,0.31,0.37,3
ontomorphtab.csv,0.33,0.65,0.72,0.28,0.51,9
opengs.csv,0.36,0.46,0.43,0.6,0.27,14
scite-ru.csv,0.37,0.53,0.89,0.41,0.76,8
tokratan.csv,0.36,0.42,0.37,0.61,0.19,13
vrjuggler.csv,0.32,0.34,0.32,0.5,0.17,4
wxcode.csv,0.37,0.38,0.33,0.55,0.14,10
xuggle.csv,0.48,0.61,0.69,0.39,0.44,16
