,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.72,0.93,0.37,0.83,0.88,0.81,0.94,0.49,0.91,0.86,0.66,0.69,0.8
flylinkdc.csv,0.42,0.86,0.92,0.76,0.81,0.53,0.39,0.88,0.6,0.65,0.71,0.65,0.59
fw4spl.csv,0.66,0.79,0.81,0.57,0.47,0.89,0.57,0.69,0.69,0.68,0.83,0.7,0.66
grisbi.csv,0.84,0.97,0.9,0.78,0.99,0.78,0.22,0.96,0.82,0.78,0.85,0.59,0.81
mesa3d.csv,0.74,0.88,0.78,0.7,0.75,0.57,0.62,0.86,0.55,0.71,0.66,0.56,0.58
nuttx.csv,0.64,0.57,0.96,0.81,0.67,0.55,0.82,0.64,0.52,0.68,0.81,0.82,0.63
panda3d.csv,0.8,0.67,0.7,0.66,0.57,0.63,0.52,0.43,0.5,0.5,0.56,0.71,0.68
proftp.csv,0.71,1.0,0.87,0.66,0.8,0.31,0.52,1.0,0.81,0.62,0.94,1.0,0.61
qmmp.csv,0.59,0.75,0.62,0.81,0.94,0.58,0.45,0.95,0.77,0.74,0.39,0.84,0.81
skia.csv,0.57,0.93,0.73,0.73,0.59,0.49,0.5,1.0,0.56,0.63,0.86,0.63,0.52
tart.csv,0.62,0.91,0.83,0.74,0.71,0.78,0.51,0.92,0.22,0.69,0.66,0.83,0.67
tcvp.csv,0.97,1.0,0.98,1.0,0.96,1.0,0.98,0.32,1.01,1.0,1.0,1.0,0.98
utgb.csv,0.65,0.81,0.7,0.34,0.51,0.73,0.63,0.64,0.71,0.67,0.69,0.63,0.65
