,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.41,0.94,0.55,0.83,0.97,0.9,0.53,0.67,0.57,0.97,0.63,0.54,0.56
flylinkdc.csv,0.52,0.58,0.54,0.57,0.49,0.33,0.38,0.53,0.41,0.49,0.66,0.49,0.46
fw4spl.csv,0.62,0.67,0.72,0.51,0.62,0.88,0.53,0.41,0.62,0.6,0.94,0.46,0.44
grisbi.csv,0.4,0.54,0.55,0.36,0.4,0.36,0.33,0.36,0.35,0.5,0.41,0.39,0.34
mesa3d.csv,0.95,0.95,0.58,0.56,0.43,0.36,0.6,0.34,0.48,0.52,0.51,0.5,0.52
nuttx.csv,0.71,0.7,0.94,0.88,0.81,0.38,0.92,0.41,0.58,0.66,0.69,0.98,0.56
panda3d.csv,0.96,0.86,0.54,0.66,0.55,0.39,0.41,0.56,0.76,0.61,0.53,0.72,0.58
proftp.csv,0.85,0.0,0.83,0.47,0.97,0.36,0.4,0.0,0.92,0.49,0.88,0.0,0.52
qmmp.csv,0.44,0.76,0.42,0.55,0.41,0.42,0.36,0.39,0.37,0.69,0.56,0.51,0.57
skia.csv,0.48,0.71,0.47,0.41,0.58,0.32,0.38,0.8,0.45,0.4,0.88,0.54,0.46
tart.csv,0.45,0.81,0.67,0.37,0.44,0.39,0.33,0.38,0.68,0.58,0.42,0.97,0.44
tcvp.csv,0.75,0.0,0.67,0.0,0.94,0.0,0.0,0.71,0.91,0.8,0.0,0.0,0.9
utgb.csv,0.76,0.72,0.92,0.52,0.5,0.67,0.58,0.41,0.51,0.61,0.7,0.5,0.52
