,recall,precision,pf,pci_20,ifa,wins
dvt.csv,0.35,0.3,0.29,0.63,3.0,6
flylinkdc.csv,0.68,0.41,0.51,0.49,2.0,5
fw4spl.csv,0.43,0.32,0.34,0.62,2.0,10
grisbi.csv,0.92,0.33,0.82,0.39,3.0,1
mesa3d.csv,0.51,0.42,0.36,0.52,1.0,8
nuttx.csv,0.35,0.45,0.26,0.7,2.0,12
panda3d.csv,0.52,0.35,0.36,0.58,3.0,9
proftp.csv,0.21,0.47,0.12,0.49,1.0,7
qmmp.csv,0.62,0.34,0.58,0.44,1.0,2
skia.csv,0.46,0.38,0.24,0.47,1.0,4
tart.csv,0.65,0.36,0.52,0.44,2.0,3
tcvp.csv,0.0,0.0,0.03,0.67,65.0,0
utgb.csv,0.38,0.47,0.23,0.58,3.0,11
