,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.3,0.88,0.57,1.0,0.16,0.6,0.74,0.18,0.02,0.22,0.73,0.22,0.28
flylinkdc.csv,0.48,0.82,0.3,0.52,0.11,0.58,1.0,0.06,0.07,0.35,0.62,0.25,0.41
fw4spl.csv,0.32,0.8,0.26,0.62,0.25,0.29,0.97,0.12,0.06,0.37,0.65,0.22,0.36
grisbi.csv,0.29,0.83,0.29,0.57,0.13,0.5,0.96,0.11,0.06,0.33,0.49,0.29,0.37
mesa3d.csv,0.45,0.73,0.31,0.56,0.14,0.56,1.0,0.09,0.08,0.33,0.54,0.33,0.42
nuttx.csv,0.45,0.87,0.12,0.5,0.23,0.55,0.92,0.13,0.09,0.5,0.47,0.3,0.38
panda3d.csv,0.33,0.85,0.3,0.56,0.18,0.52,0.89,0.21,0.1,0.45,0.65,0.31,0.35
proftp.csv,0.55,0.0,0.33,0.56,0.29,0.73,0.94,0.0,0.08,0.47,0.5,0.0,0.48
qmmp.csv,0.34,0.82,0.35,0.45,0.14,0.55,0.91,0.09,0.05,0.3,0.79,0.19,0.27
skia.csv,0.37,0.71,0.36,0.52,0.22,0.59,0.92,0.0,0.08,0.38,0.56,0.32,0.5
tart.csv,0.32,0.69,0.23,0.54,0.14,0.51,0.89,0.12,0.2,0.44,0.54,0.34,0.36
tcvp.csv,0.25,0.0,0.33,0.0,0.11,0.0,1.0,0.29,0.0,0.0,0.0,0.0,0.1
utgb.csv,0.41,0.82,0.52,0.79,0.21,0.48,0.96,0.13,0.06,0.47,0.74,0.27,0.4
