,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.42,0.69,0.41,0.47,0.13,0.55,0.48,0.12,0.0,0.6,0.46,0.59,0.62,0.54
cubefs.csv,0.07,0.43,0.39,0.43,0.13,0.28,0.34,0.06,0.36,0.27,0.38,0.41,0.31,0.33
gisgraphy.csv,0.4,0.13,0.17,0.02,0.74,0.35,0.24,0.32,0.17,0.4,0.36,0.11,0.0,0.0
iaml.csv,0.51,0.52,0.55,0.45,0.48,0.41,0.01,0.21,0.44,0.67,0.46,0.61,0.38,0.31
ivatamasks.csv,0.4,0.48,0.68,0.0,0.39,0.35,0.51,0.12,0.44,0.67,0.56,0.58,0.5,0.62
kolmafia.csv,0.15,0.33,0.32,0.26,0.09,0.41,0.42,0.35,0.19,0.27,0.0,0.52,0.38,0.38
ogrehg.csv,0.29,0.23,0.19,0.09,0.09,0.0,0.15,0.35,0.28,0.2,0.13,0.14,0.44,0.19
olex2.csv,0.42,0.22,0.32,0.11,0.09,0.17,0.29,0.32,0.17,0.27,0.33,0.0,0.31,0.27
openwbem.csv,0.64,0.0,0.51,0.79,0.91,0.57,0.72,0.88,0.67,0.53,0.67,0.28,0.56,0.92
oppna-program-hsatools.csv,0.87,0.9,0.81,1.0,0.0,0.88,0.86,0.68,0.58,0.93,0.97,0.75,1.0,0.98
orc.csv,0.35,0.03,0.0,0.28,0.74,0.06,0.23,0.62,0.0,0.33,0.69,0.03,0.25,0.19
ta3d.csv,0.75,0.64,0.94,0.87,0.52,0.63,0.6,0.5,0.69,0.8,0.67,0.92,0.0,0.85
umber.csv,0.02,0.43,0.39,0.38,0.35,0.41,0.4,0.06,0.42,0.2,0.28,0.41,0.25,0.4
xcmetadataservicestoolkit.csv,0.62,0.3,0.91,0.87,0.39,0.43,0.5,0.26,0.81,0.07,0.9,0.79,0.5,0.65
