,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,14.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0
cubefs.csv,1.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,15.0
gisgraphy.csv,22.0,0.0,13.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
iaml.csv,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0
ivatamasks.csv,1.0,0.0,29.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0
kolmafia.csv,3.0,5.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0
ogrehg.csv,12.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,0.0
olex2.csv,16.0,31.0,8.0,3.0,1.0,5.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0
openwbem.csv,3.0,0.0,46.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0
oppna-program-hsatools.csv,0.0,0.0,16.0,2.0,0.0,8.0,0.0,0.0,1.0,1.0,5.0,1.0,3.0,4.0
orc.csv,3.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0
ta3d.csv,3.0,1.0,17.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
umber.csv,0.0,10.0,28.0,5.0,0.0,12.0,9.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0
xcmetadataservicestoolkit.csv,8.0,1.0,17.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0
