,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.09,0.55,0.3,0.76,0.66,0.62,0.51,0.46,1.0,0.62,0.66,0.64,0.73,0.43
cubefs.csv,0.79,0.4,0.18,0.64,0.66,0.45,0.36,0.99,0.32,0.58,0.59,0.5,0.49,0.05
gisgraphy.csv,0.14,0.39,0.26,0.02,0.41,0.5,0.29,0.32,0.53,0.36,0.37,0.11,0.06,1.0
iaml.csv,0.35,0.51,0.18,0.62,0.58,0.56,0.99,0.37,0.54,0.61,0.66,0.6,0.68,0.46
ivatamasks.csv,0.61,0.53,0.18,0.99,0.7,0.46,0.44,0.44,0.55,0.63,0.63,0.61,0.61,0.37
kolmafia.csv,0.71,0.52,0.28,0.67,0.52,0.51,0.36,0.64,0.23,0.69,1.0,0.57,0.66,0.4
ogrehg.csv,0.06,0.39,0.21,0.35,0.26,0.99,0.3,0.25,0.45,0.61,0.3,0.46,0.53,0.23
olex2.csv,0.13,0.32,0.15,0.5,0.41,0.39,0.38,0.46,0.27,0.53,0.38,0.97,0.52,0.44
openwbem.csv,0.48,0.96,0.15,0.69,0.78,0.46,0.64,0.73,0.72,0.65,0.49,0.49,0.56,0.43
oppna-program-hsatools.csv,0.44,0.52,0.22,0.8,1.0,0.54,0.67,0.8,0.84,0.84,0.7,0.63,0.81,0.34
orc.csv,0.1,0.1,0.93,0.15,0.67,0.19,0.42,0.59,0.03,0.47,0.46,0.06,0.23,0.45
ta3d.csv,0.48,0.47,0.2,0.8,0.8,0.54,0.64,0.61,0.59,0.7,0.71,0.62,0.96,0.46
umber.csv,0.97,0.36,0.25,0.7,0.63,0.31,0.27,0.42,0.49,0.46,0.71,0.29,0.44,0.29
xcmetadataservicestoolkit.csv,0.49,0.45,0.15,0.76,0.63,0.42,0.6,0.54,0.82,0.99,0.69,0.6,0.75,0.26
