,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.54,0.43,0.6,0.7,0.37,0.26,0.49,0.69,0.62,0.38,0.66,0.6,0.69,0.8,0.64
bl-toolkit.csv,0.38,0.38,0.25,0.34,0.34,0.71,0.0,0.27,0.19,0.25,0.28,0.55,0.37,0.67,0.17
bochs.csv,0.56,0.46,0.05,0.7,0.7,0.49,0.05,0.7,0.76,0.69,0.55,0.61,0.66,0.46,0.5
emeraldemu.csv,0.37,0.35,0.56,0.7,0.61,0.26,0.05,0.59,0.72,0.48,0.57,0.27,0.52,0.5,0.17
fbmanager.csv,0.68,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.28,0.69,0.0,0.54,0.27
modellus.csv,0.18,0.38,0.55,0.6,0.47,0.62,0.62,0.48,0.71,0.52,0.45,0.78,0.71,0.7,0.67
openmalaria.csv,0.71,0.66,0.68,0.61,0.5,0.64,0.76,0.75,0.76,0.61,0.73,0.63,0.69,0.59,0.74
pi-qmc.csv,0.47,0.48,0.56,0.43,0.39,0.53,0.21,0.6,0.55,0.63,0.54,0.68,0.67,0.51,0.83
plplot.csv,0.64,0.71,0.55,0.62,0.65,0.56,0.56,0.56,0.7,0.68,0.7,0.52,0.55,0.47,0.37
powerfolder.csv,0.59,0.37,0.56,0.67,0.27,0.24,0.38,0.74,0.67,0.22,0.59,0.5,0.64,0.98,0.76
psycle.csv,0.69,0.66,0.47,0.69,0.65,0.68,0.73,0.6,0.66,0.7,0.74,0.74,0.54,0.51,0.77
qgis.csv,0.58,0.59,0.65,0.67,0.7,0.28,0.0,0.69,0.66,0.63,0.62,0.39,0.68,0.52,0.59
sbml.csv,0.64,0.65,0.62,0.57,0.65,0.75,0.47,0.72,0.55,0.56,0.64,0.65,0.69,0.41,0.68
unimrcp.csv,0.34,0.66,0.35,0.44,0.3,0.1,0.81,0.43,0.58,0.34,0.41,0.68,0.64,0.23,0.5
wow-qrsk.csv,0.04,0.28,0.6,0.64,0.63,0.77,0.35,0.13,0.83,0.53,0.2,0.5,0.13,0.81,0.0
