,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.41,0.48,0.43,0.48,0.52,0.69,0.64,0.33,0.54,0.57,0.45,0.43,0.39,0.69,0.56
bl-toolkit.csv,0.53,0.8,0.46,0.43,0.63,0.5,0.41,0.64,0.46,0.56,0.47,0.49,0.73,0.4,0.43
bochs.csv,0.47,0.49,0.4,0.43,0.66,0.44,0.0,0.4,0.57,0.57,0.42,0.45,0.39,0.37,0.72
emeraldemu.csv,0.67,0.57,0.56,0.56,0.7,0.93,0.0,0.48,0.68,0.62,0.53,0.97,0.5,0.43,0.83
fbmanager.csv,0.43,0.47,0.4,0.35,0.56,0.42,0.42,0.37,0.41,0.51,0.87,0.38,0.36,0.3,0.88
modellus.csv,0.86,0.76,0.57,0.46,0.88,0.58,0.52,0.55,0.5,0.58,0.65,0.42,0.41,0.34,0.62
openmalaria.csv,0.33,0.42,0.36,0.34,0.39,0.4,0.37,0.34,0.44,0.35,0.41,0.33,0.36,0.3,0.48
pi-qmc.csv,0.48,0.49,0.43,0.52,0.56,0.41,0.4,0.38,0.5,0.43,0.6,0.38,0.38,0.35,0.5
plplot.csv,0.59,0.47,0.62,0.47,0.63,0.52,0.46,0.54,0.46,0.63,0.54,0.52,0.39,0.33,0.81
powerfolder.csv,0.41,0.54,0.43,0.47,0.7,0.92,0.74,0.35,0.53,0.71,0.5,0.52,0.38,0.94,0.52
psycle.csv,0.42,0.46,0.4,0.38,0.52,0.43,0.37,0.36,0.41,0.42,0.43,0.38,0.36,0.3,0.47
qgis.csv,0.5,0.57,0.51,0.55,0.65,0.89,0.0,0.45,0.75,0.6,0.5,0.75,0.43,0.48,0.64
sbml.csv,0.4,0.43,0.38,0.34,0.61,0.39,0.39,0.38,0.4,0.53,0.39,0.36,0.35,0.33,0.55
unimrcp.csv,0.69,0.53,0.69,0.76,0.89,0.86,0.4,0.65,0.58,0.73,0.68,0.47,0.41,0.7,0.65
wow-qrsk.csv,0.5,0.91,0.52,0.58,0.67,0.4,0.92,0.9,0.61,0.73,0.93,0.5,0.93,0.72,0.0
