,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.25,0.0,0.5,0.35,0.48,0.0,0.22
jcl.csv,0.38,0.0,0.11,0.28,0.62,0.22,0.31
openxava.csv,0.09,0.0,0.11,0.34,0.48,0.29,0.12
tcvp.csv,0.0,0.0,0.0,0.0,0.04,0.46,0.0
vars-redux.csv,0.74,0.03,0.11,0.2,0.65,0.11,0.19
werx.csv,0.98,0.02,0.08,0.18,0.55,0.2,0.24
