,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.15,0.0,1.0,0.38,0.43,0.0,0.43
jcl.csv,0.24,0.0,0.33,0.31,0.86,0.56,0.57
openxava.csv,0.05,0.0,0.67,0.81,0.47,0.67,0.21
tcvp.csv,0.0,0.0,0.0,0.0,0.02,0.89,0.0
vars-redux.csv,0.6,1.0,1.0,1.0,0.71,0.22,0.79
werx.csv,0.96,1.0,1.0,0.88,0.84,1.0,0.71
