,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.49,0.45,0.28,0.65,0.11,0.64,0.36
java-gnome.csv,0.34,0.18,0.13,0.48,0.81,0.14,0.0
mb-unit.csv,0.79,0.65,0.76,0.52,0.51,0.62,0.47
mecat.csv,0.42,0.1,0.1,0.34,0.06,0.39,0.97
rodin-b-sharp.csv,0.0,0.29,0.84,0.46,0.78,0.44,0.32
unicase.csv,0.88,0.5,0.69,0.68,0.52,0.73,0.47
wpdev.csv,1.0,0.05,0.0,0.26,0.0,0.05,0.3
