,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.43,0.43,0.24,0.61,0.09,0.75,0.33
java-gnome.csv,0.31,0.15,0.11,0.5,0.79,0.12,0.0
mb-unit.csv,0.93,0.69,0.92,0.5,0.46,0.83,1.0
mecat.csv,0.37,0.08,0.08,0.29,0.05,0.34,1.0
rodin-b-sharp.csv,0.41,0.25,0.83,0.5,0.86,0.39,0.33
unicase.csv,0.86,0.8,0.81,0.71,0.54,0.78,1.0
wpdev.csv,1.0,0.99,1.0,0.82,0.96,1.0,1.0
