,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.47,0.95,0.24,0.18,0.2,0.04,0.08,0.5,0.69,0.67
bibedt.csv,0.68,0.4,0.65,1.0,0.0,0.32,1.0,0.97,0.95,0.68
cascading.csv,0.51,0.57,0.42,0.47,0.24,0.18,0.23,0.75,1.0,0.82
firebreath.csv,0.47,0.54,1.0,0.46,0.12,0.13,0.19,0.62,0.75,0.67
fritzing.csv,1.0,0.53,0.72,0.44,0.5,0.18,0.21,0.76,0.81,0.73
httpcontentparser.csv,0.55,0.57,0.6,1.0,0.13,1.0,0.13,0.8,0.0,0.57
mpgravity.csv,0.74,0.54,0.44,0.86,1.0,0.18,0.25,0.69,0.86,0.7
patterntesting.csv,0.48,0.54,0.54,0.97,0.36,0.2,0.0,0.77,0.77,0.84
roller.csv,0.5,0.47,0.46,0.6,0.25,0.19,0.3,0.99,0.89,0.81
xfce.csv,0.61,0.51,0.5,0.38,0.2,0.15,0.14,0.61,0.79,0.99
