,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.44,0.06,0.58,0.49,0.1,0.32,0.54,0.43,0.67,0.34
bibedt.csv,0.25,0.19,0.08,0.0,0.0,0.15,0.0,0.02,0.03,0.38
cascading.csv,0.23,0.21,0.5,0.49,0.39,0.39,0.56,0.2,0.0,0.13
firebreath.csv,0.86,0.85,0.0,0.53,0.54,0.68,0.63,0.69,0.67,0.56
fritzing.csv,0.0,0.96,0.11,0.19,0.02,0.24,0.37,0.24,0.27,0.78
httpcontentparser.csv,0.27,0.6,0.04,0.0,0.49,0.0,0.49,0.02,0.03,0.42
mpgravity.csv,0.1,0.56,0.16,0.04,0.0,0.2,0.15,0.2,0.15,0.25
patterntesting.csv,0.19,0.6,0.12,0.02,0.17,0.17,0.22,0.2,0.36,0.27
roller.csv,0.06,0.17,0.39,0.3,0.29,0.37,0.17,0.02,0.18,0.36
xfce.csv,0.35,0.73,0.32,0.79,0.98,0.52,0.76,0.76,0.64,0.03
