,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.74,0.52,0.59,0.93,0.88,0.5,1.0,0.97,1.01,0.92,0.98,0.59
emulemorph.csv,0.98,0.98,1.0,0.43,1.0,0.96,0.84,0.99,0.89,0.84,0.83,0.89
fulguro.csv,0.64,0.79,0.76,0.62,0.74,0.84,0.63,0.81,0.65,0.63,0.55,0.59
fw4spl.csv,0.75,0.71,0.51,1.01,0.58,0.91,0.88,0.99,0.75,0.9,0.66,0.66
gnome-jabber.csv,0.72,0.6,0.53,0.58,0.74,0.87,0.52,0.55,0.9,0.79,0.92,0.58
ipfilter.csv,0.69,0.76,0.77,0.85,0.48,0.82,0.68,1.0,0.12,0.67,0.72,0.63
ipfire-wall.csv,0.68,0.77,0.85,1.01,0.29,0.85,0.85,0.88,0.6,0.78,0.73,0.68
libmesh.csv,0.94,0.86,0.92,0.84,0.89,0.5,0.74,1.0,1.0,0.76,0.75,0.99
rockbox.csv,0.86,0.67,0.58,0.68,0.64,0.82,0.83,0.73,0.97,1.01,0.73,0.44
soar.csv,0.92,1.0,0.86,1.0,1.0,1.0,0.5,1.0,0.95,0.83,1.0,1.0
tencompetence.csv,0.65,0.88,0.97,0.63,0.58,0.81,0.65,0.86,0.83,0.33,0.47,0.93
xbrlapi.csv,0.51,0.93,0.69,0.51,0.48,0.8,0.81,1.0,0.78,0.81,0.47,0.63
