,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.41,0.82,0.26,0.04,0.4,0.58,0.0,0.06,0.04,0.18,0.14,0.56
emulemorph.csv,0.05,0.03,0.0,0.21,0.0,0.07,0.26,0.02,0.2,0.28,0.15,0.19
fulguro.csv,0.7,0.42,0.18,0.16,0.33,0.31,0.62,0.9,0.51,0.61,0.29,0.51
fw4spl.csv,0.38,0.47,0.35,0.0,0.49,0.16,0.51,0.02,0.51,0.2,0.22,0.44
gnome-jabber.csv,0.48,0.72,0.31,0.17,0.4,0.22,0.74,0.75,0.67,0.49,0.09,0.6
ipfilter.csv,0.64,0.63,0.17,0.12,0.56,0.38,0.63,0.96,0.95,0.8,0.28,0.49
ipfire-wall.csv,0.49,0.37,0.14,0.0,0.71,0.23,0.48,0.21,0.58,0.36,0.19,0.43
libmesh.csv,0.12,0.29,0.08,0.1,0.24,0.58,0.4,0.0,0.0,0.4,0.17,0.22
rockbox.csv,0.24,0.55,0.28,0.18,0.43,0.3,0.59,0.45,0.14,0.12,0.21,0.67
soar.csv,0.61,0.86,0.23,0.1,0.49,0.53,0.64,0.97,0.8,0.74,0.22,0.54
tencompetence.csv,0.5,0.23,0.05,0.12,0.5,0.51,0.6,0.54,0.3,0.83,0.33,0.14
xbrlapi.csv,0.67,0.13,0.24,0.16,0.57,0.31,0.69,0.0,0.36,0.35,0.33,0.52
