,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.0,2.0,9.0,14.0,0.0,8.0,17.0,3.0,0.0,1.0,0.0,70.0,17.0,2.0,3.0
badtrinity-zero.csv,0.0,74.0,0.0,132.0,0.0,11.0,1.0,95.0,0.0,126.0,1.0,2.0,1.0,0.0,2.0
biodwh.csv,0.0,0.0,0.0,2.0,0.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
critterding.csv,0.0,5.0,0.0,12.0,20.0,10.0,10.0,0.0,0.0,0.0,3.0,3.0,12.0,0.0,3.0
elateportal.csv,0.0,2.0,0.0,9.0,0.0,9.0,29.0,3.0,0.0,0.0,0.0,2.0,16.0,0.0,1.0
enzo.csv,0.0,1.0,0.0,11.0,3.0,30.0,6.0,2.0,0.0,0.0,3.0,3.0,16.0,0.0,8.0
factor.csv,4.0,3.0,1.0,8.0,1.0,9.0,168.0,4.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0
gusanos.csv,4.0,1.0,1.0,18.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,70.0,8.0,0.0,2.0
miranda.csv,875.0,74.0,0.0,132.0,1.0,9.0,168.0,95.0,0.0,126.0,1.0,4.0,2.0,2.0,0.0
modplug.csv,0.0,2.0,4.0,11.0,2.0,10.0,11.0,2.0,0.0,0.0,2.0,2.0,7.0,0.0,4.0
monetdb.csv,4.0,3.0,2.0,1.0,2.0,7.0,10.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,3.0
quarkplayer.csv,0.0,1.0,0.0,3.0,11.0,19.0,7.0,1.0,0.0,0.0,49.0,4.0,10.0,0.0,3.0
reactos-mirror.csv,0.0,4.0,0.0,2.0,2.0,5.0,8.0,1.0,0.0,0.0,1.0,4.0,10.0,5.0,3.0
sandiaportals.csv,0.0,2.0,0.0,17.0,1.0,10.0,11.0,2.0,0.0,0.0,49.0,1.0,17.0,0.0,3.0
xbplayer.csv,1.0,2.0,0.0,5.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0
