,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.67,0.56,0.69,0.51,0.9,0.83
ingex.csv,0.36,0.76,0.38,0.72,0.52,0.44
jgnash.csv,0.58,0.6,0.44,0.28,0.55,0.46
mp-rechnungs-und-kundenverwaltung.csv,0.42,0.36,0.25,0.62,0.62,0.37
openefm.csv,0.7,0.4,0.25,0.3,0.41,0.34
yarp0.csv,0.64,0.2,0.75,0.77,0.76,0.49
