,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,3.0,0.0,3.0,25.0,0.0,2.0,0.0,2.0,59.0
foursquared.csv,1.0,1.0,2.0,14.0,0.0,25.0,0.0,0.0,70.0
jasperreports.csv,2.0,1.0,109.0,125.0,49.0,34.0,0.0,5.0,0.0
kdenlive.csv,0.0,4.0,0.0,3.0,0.0,3.0,2.0,11.0,150.0
optalgtoolkit.csv,1.0,6.0,2.0,13.0,0.0,35.0,2.0,5.0,48.0
sabbu.csv,0.0,0.0,3.0,7.0,0.0,36.0,0.0,0.0,133.0
tokratan.csv,1.0,6.0,0.0,125.0,0.0,0.0,1.0,3.0,25.0
vxl.csv,5.0,0.0,3.0,125.0,49.0,138.0,2.0,2.0,72.0
zact.csv,111.0,150.0,109.0,0.0,1.0,138.0,147.0,1.0,502.0
