,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.39,0.36,0.31,0.36,0.58,0.41,0.03,0.7,0.19
foursquared.csv,0.2,0.38,0.08,0.35,0.35,0.46,0.31,0.0,0.25
jasperreports.csv,0.04,0.01,0.05,0.03,0.03,0.59,0.0,0.17,0.0
kdenlive.csv,0.48,0.54,0.0,0.31,0.68,0.24,0.62,0.35,0.34
optalgtoolkit.csv,0.09,0.37,0.23,0.48,0.0,0.3,0.21,0.3,0.15
sabbu.csv,0.0,0.46,0.36,0.61,0.26,0.5,0.33,0.65,0.33
tokratan.csv,0.2,0.14,0.03,0.2,0.71,0.01,0.36,0.09,0.26
vxl.csv,0.87,0.0,0.82,0.21,0.13,0.19,0.56,0.7,0.23
zact.csv,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.22,0.0
