,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.52,0.36,0.59,0.08,0.55,0.26,0.99,0.44,0.16
foursquared.csv,0.65,0.35,0.26,0.08,0.33,0.29,0.59,0.98,0.18
jasperreports.csv,0.03,0.05,0.0,0.0,0.0,0.09,0.02,0.27,1.0
kdenlive.csv,0.53,0.35,0.98,0.17,0.46,0.27,0.66,0.22,0.06
optalgtoolkit.csv,0.36,0.32,0.6,0.14,0.94,0.14,0.17,0.31,0.25
sabbu.csv,0.98,0.29,0.63,0.12,0.31,0.21,0.63,0.56,0.12
tokratan.csv,0.41,0.17,0.42,0.0,0.42,0.9,0.36,0.19,0.15
vxl.csv,0.42,0.99,0.5,0.0,0.0,0.0,0.73,0.22,0.06
zact.csv,0.0,0.0,0.0,1.0,0.17,0.0,0.0,0.11,0.0
