,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.7,1.0,0.9,0.57
miranda-icq.csv,0.44,0.24,0.62,0.45
red5.csv,0.65,0.29,0.77,0.73
thrust.csv,0.37,0.71,0.25,0.42
