,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.62,0.98,0.99,0.36
miranda-icq.csv,0.52,0.55,0.3,0.51
red5.csv,0.31,0.4,0.78,0.83
thrust.csv,0.34,0.34,0.41,0.43
