,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.66,0.42,0.38,0.56
miranda-icq.csv,0.49,0.17,0.5,0.43
red5.csv,0.7,0.24,0.38,0.52
thrust.csv,0.46,0.53,0.21,0.42
