,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,5.0,3.0,1.0,0.0,6.0,74.0,1.0,0.0,0.0,5.0
h2database.csv,8.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,12.0
hannosset.csv,10.0,8.0,1.0,12.0,1.0,7.0,0.0,0.0,0.0,0.0
jaql.csv,18.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0
megameknet.csv,12.0,25.0,0.0,0.0,2.0,12.0,0.0,0.0,7.0,40.0
ngl.csv,66.0,36.0,1.0,1.0,5.0,15.0,0.0,0.0,2.0,0.0
qedo.csv,26.0,3.0,2.0,5.0,6.0,74.0,0.0,0.0,2.0,0.0
qmmp.csv,31.0,15.0,0.0,21.0,0.0,7.0,0.0,1.0,0.0,0.0
raven-monitoring.csv,67.0,52.0,1.0,1.0,1.0,21.0,0.0,0.0,2.0,8.0
v8.csv,9.0,16.0,0.0,1.0,2.0,14.0,0.0,0.0,2.0,0.0
