,f1,g,recall,precision,pf,wins
encog-java.csv,0.16499999999999998,0.14,0.11499999999999999,0.47,0.04,2
h2database.csv,0.345,0.47,0.42500000000000004,0.53,0.22999999999999998,7
hannosset.csv,0.245,0.255,0.22,0.275,0.255,1
jaql.csv,0.32999999999999996,0.325,0.28500000000000003,0.515,0.19,5
megameknet.csv,0.515,0.56,0.625,0.44999999999999996,0.56,8
ngl.csv,0.505,0.595,0.735,0.405,0.5549999999999999,9
qedo.csv,0.18,0.195,0.16499999999999998,0.26,0.22,0
qmmp.csv,0.485,0.56,0.72,0.39,0.675,6
raven-monitoring.csv,0.37,0.42500000000000004,0.41000000000000003,0.355,0.41,4
v8.csv,0.33,0.47,0.635,0.275,0.64,3
