,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.83,0.79,0.83,0.72,0.46,0.37
minig.csv,0.44,0.42,0.47,0.44,0.44,0.8
ossbuild.csv,0.85,0.51,0.63,0.99,0.54,0.44
rezilla.csv,0.52,0.93,0.95,0.51,0.47,0.48
rocrail.csv,0.75,0.38,0.46,0.37,0.57,0.43
webdriver.csv,0.91,0.5,0.47,0.0,0.41,0.42
